cScore,merged_col
medium,"16 Cent Residential Plot is available for Rent in Sulur, Coimbatore for 1.0 Lac(s) 16 Cent Residential Plot is available for Rent in Sulur, Coimbatore for 1.0 Lac(s)"
medium,"8000 Sq-ft Residential Plot is available for Rent in Karanampettai, Coimbatore for 12,000 8000 Sq-ft Residential Plot is available for Rent in Karanampettai, Coimbatore for 12,000"
medium,"2400 Sq-yrd Residential Plot is available for Rent in Othakal Mandapam, Coimbatore for 20,000 2400 Sq-yrd Residential Plot is available for Rent in Othakal Mandapam, Coimbatore for 20,000"
medium,"5080 Sq-ft Residential Plot is available for Rent in Chauliaganj, Cuttack for 40,000 5080 Sq-ft Residential Plot is available for Rent in Chauliaganj, Cuttack for 40,000"
medium,"The Plot is 8 km from Phulnakhara junction and in 1 km radius of Ocean World Water Park. The propert 22000 Sq-ft Residential Plot is available for Rent in Phulnakhara, Cuttack for 6.0 Lac(s)"
medium,"square plot 7000 Sq-ft Residential Plot is available for Rent in , Cuttack for 2.0 Lac(s)"
low,"100 Sq-yrd Residential Plot is available for Rent in Chandrabani, Dehradun for 17,000 100 Sq-yrd Residential Plot is available for Rent in Chandrabani, Dehradun for 17,000"
medium,"5665 Sq-m Residential Plot is available for Rent in Jolly Grant Airport, Dehradun for 20.0 Lac(s) 5665 Sq-m Residential Plot is available for Rent in Jolly Grant Airport, Dehradun for 20.0 Lac(s)"
low,"272 Sq-yrd Residential Plot is available for Rent in Banjarawala, Dehradun for 20,000 272 Sq-yrd Residential Plot is available for Rent in Banjarawala, Dehradun for 20,000"
medium,"8100 Sq-ft Residential Plot is available for Rent in Doiwala, Dehradun for 15,000 8100 Sq-ft Residential Plot is available for Rent in Doiwala, Dehradun for 15,000"
medium,"Temple Facing Property 1100 Sq-ft Residential Plot is available for Rent in Itawa, Dewas for 20,000"
medium,"Residential plot is available for rent. It has a plot area of 2613 sq-yrd, it is a good location pro 2613 Sq-yrd Residential Plot is available for Rent in , Dhanbad for 30,000"
medium,"Residential plot is available for rent. It has a plot area of 30000 sq-ft, it is a good location pro 30000 Sq-ft Residential Plot is available for Rent in , Dibrugarh for 1.0 Lac(s)"
low,"1080 Sq-ft Residential Plot is available for Rent in Padmanabhpur, Durg for 16.20 Lac(s) 1080 Sq-ft Residential Plot is available for Rent in Padmanabhpur, Durg for 16.20 Lac(s)"
medium,"Residential plot of 250 Sq-yrd is available for Rent. It is located in prime locality of Sector-16.  250 Sq-yrd Residential Plot is available for Rent in Sector 16, Faridabad for 8,500"
low,"2250 Sq-ft Residential Plot is available for Rent in Dandidih, Giridih for 45,000 2250 Sq-ft Residential Plot is available for Rent in Dandidih, Giridih for 45,000"
low,"9600 Sq-ft Residential Plot is available for Rent in , Gorakhpur for 25,000 9600 Sq-ft Residential Plot is available for Rent in , Gorakhpur for 25,000"
low,"700 Sq-ft Residential Plot is available for Rent in Padri Bazar, Gorakhpur for 4,500 700 Sq-ft Residential Plot is available for Rent in Padri Bazar, Gorakhpur for 4,500"
medium,"4400 Sq-ft Residential Plot is available for Rent in Gayatri Nagar, Gorakhpur for 1.0 Lac(s) 4400 Sq-ft Residential Plot is available for Rent in Gayatri Nagar, Gorakhpur for 1.0 Lac(s)"
low,"305 Sq-yrd Residential Plot is available for Rent in Iteda, Greater Noida  305 Sq-yrd Residential Plot is available for Rent in Iteda, Greater Noida "
low,"2400 Sq-ft Residential Plot is available for Rent in Tekri Road, Guna for 20,000 2400 Sq-ft Residential Plot is available for Rent in Tekri Road, Guna for 20,000"
medium,"200000 Sq-yrd Residential Plot is available for Rent in , Gurgaon for 1.0 Lac(s) 200000 Sq-yrd Residential Plot is available for Rent in , Gurgaon for 1.0 Lac(s)"
low,"2 Kottah Residential Plot is available for Rent in Borbari, Guwahati for 2.0 Lac(s) 2 Kottah Residential Plot is available for Rent in Borbari, Guwahati for 2.0 Lac(s)"
low,"3500 Sq-ft Residential Plot is available for Rent in Ganeshpara, Guwahati for 12,000 3500 Sq-ft Residential Plot is available for Rent in Ganeshpara, Guwahati for 12,000"
low,"1000 Sq-ft Residential Plot is available for Rent in Dighi, Hajipur for 50,000 1000 Sq-ft Residential Plot is available for Rent in Dighi, Hajipur for 50,000"
medium,"2700 sft area covered with shed compound wall gate useful for gowdowns,tiffin center, car parkings,m 2700 Sq-ft Residential Plot is available for Rent in Kukatpally, Hyderabad for 70,000"
medium,"1200 sqyrds land is available for Lease. suitable for godown and warehouse with compound wall. Pleas 1200 Sq-yrd Residential Plot is available for Rent in Shamshabad, Hyderabad for 1.62 Lac(s)"
low,"450 Sq-ft Residential Plot is available for Rent in Shiva Nagar Allwyn Colony, Hyderabad for 10,200 450 Sq-ft Residential Plot is available for Rent in Shiva Nagar Allwyn Colony, Hyderabad for 10,200"
low,"230 Sq-yrd Residential Plot is available for Rent in Uppal, Hyderabad for 30,000 230 Sq-yrd Residential Plot is available for Rent in Uppal, Hyderabad for 30,000"
low,"1200 Sq-yrd Residential Plot is available for Rent in Shivrampalli Village, Hyderabad for 80,000 1200 Sq-yrd Residential Plot is available for Rent in Shivrampalli Village, Hyderabad for 80,000"
low,"600 Sq-ft Residential Plot is available for Rent in Jeedimetla, Hyderabad for 20,000 600 Sq-ft Residential Plot is available for Rent in Jeedimetla, Hyderabad for 20,000"
low,"150 Sq-yrd Residential Plot is available for Rent in Gowlidoddy, Hyderabad for 1.75 Lac(s) 150 Sq-yrd Residential Plot is available for Rent in Gowlidoddy, Hyderabad for 1.75 Lac(s)"
medium,"205 Sq-ft Residential Plot is available for Rent in Isnapur, Hyderabad for 35.0 Lac(s) 205 Sq-ft Residential Plot is available for Rent in Isnapur, Hyderabad for 35.0 Lac(s)"
medium,"800 Sq-yrd Residential Plot is available for Rent in Kondapur, Hyderabad for 3.50 Lac(s) 800 Sq-yrd Residential Plot is available for Rent in Kondapur, Hyderabad for 3.50 Lac(s)"
medium,"150 Sq-yrd Residential Plot is available for Rent in , Hyderabad for 1.20 Lac(s) 150 Sq-yrd Residential Plot is available for Rent in , Hyderabad for 1.20 Lac(s)"
low,"5 Acre Residential Plot is available for Rent in Shamshabad, Hyderabad for 1.0 Lac(s) 5 Acre Residential Plot is available for Rent in Shamshabad, Hyderabad for 1.0 Lac(s)"
medium,"267 Sq-yrd Residential Plot is available for Rent in Shankarpally Road, Hyderabad for 80.10 Lac(s) 267 Sq-yrd Residential Plot is available for Rent in Shankarpally Road, Hyderabad for 80.10 Lac(s)"
medium,"1200 Sq-yrd Residential Plot is available for Rent in , Hyderabad for 1.80 Lac(s) 1200 Sq-yrd Residential Plot is available for Rent in , Hyderabad for 1.80 Lac(s)"
medium," Residential Plot is located in the premium corner space 525 Sq-yrd Residential Plot is available for Rent in Saroornagar, Hyderabad for 80,000"
medium,"147 Sq-ft Residential Plot is available for Rent in Kukatpally Housing Board Colony, Hyderabad for 1 147 Sq-ft Residential Plot is available for Rent in Kukatpally Housing Board Colony, Hyderabad for 10.0 Lac(s)"
medium,"200 Bigha Residential Plot is available for Rent in , Hyderabad for 6.0 Lac(s) 200 Bigha Residential Plot is available for Rent in , Hyderabad for 6.0 Lac(s)"
low,"200 Sq-yrd Residential Plot is available for Rent in , Hyderabad for 15,000 200 Sq-yrd Residential Plot is available for Rent in , Hyderabad for 15,000"
low,"100 Sq-yrd Residential Plot is available for Rent in Budwel, Hyderabad for 25,000 100 Sq-yrd Residential Plot is available for Rent in Budwel, Hyderabad for 25,000"
medium," This Residential Plot faces East direction & overlooks Main Road offering a beautiful view from the 1500 Sq-ft Residential Plot is available for Rent in West Marredpally, Hyderabad for 18,000"
low,"220 Sq-yrd Residential Plot is available for Rent in Old Alwal, Hyderabad  220 Sq-yrd Residential Plot is available for Rent in Old Alwal, Hyderabad "
low,"750 Sq-ft Residential Plot is available for Rent in Rau, Indore  750 Sq-ft Residential Plot is available for Rent in Rau, Indore "
medium,"Residential plot is available for rent. It has a plot area of 1500 sq-ft, it is a good location prop 1500 Sq-ft Residential Plot is available for Rent in , Jalandhar for 25,000"
medium,"1200 Sq-ft Residential Plot is available for Rent in Rargaon, Jamshedpur for 2.40 Lac(s) 1200 Sq-ft Residential Plot is available for Rent in Rargaon, Jamshedpur for 2.40 Lac(s)"
low,"2400 Sq-ft Residential Plot is available for Rent in Kamla Nehru Nagar, Jodhpur for 12,000 2400 Sq-ft Residential Plot is available for Rent in Kamla Nehru Nagar, Jodhpur for 12,000"
medium,"It is On corner of main highway roads Front road 20 sqft and side road is 18 sqft also it is in prim 2675 Sq-ft Residential Plot is available for Rent in Highway City, Kanpur for 35,000"
low,"450 Sq-yrd Residential Plot is available for Rent in Shukla Ganj, Kanpur for 20,000 450 Sq-yrd Residential Plot is available for Rent in Shukla Ganj, Kanpur for 20,000"
medium,"270 Sq-ft Residential Plot is available for Rent in Jarauli 2, Kanpur for 5,000 270 Sq-ft Residential Plot is available for Rent in Jarauli 2, Kanpur for 5,000"
low,"2077 Sq-ft Residential Plot is available for Rent in , Kishanganj for 10,000 2077 Sq-ft Residential Plot is available for Rent in , Kishanganj for 10,000"
low,"12 Cent Residential Plot is available for Rent in Palarivattom, Kochi for 50,000 12 Cent Residential Plot is available for Rent in Palarivattom, Kochi for 50,000"
medium," Superb location, great for residential purposes. A residential plot available in Nedumbassery, Koch 20 Cent Residential Plot is available for Rent in Nedumbassery, Kochi for 50,000"
medium,"peacefulness 500 Sq-ft Residential Plot is available for Rent in Sainik Colony, Kolhapur for 9,500"
low,"1200 Sq-ft Residential Plot is available for Rent in Kanchrapara, Kolkata for 10,000 1200 Sq-ft Residential Plot is available for Rent in Kanchrapara, Kolkata for 10,000"
low,"5 Kottah Residential Plot is available for Rent in Naihati, Kolkata for 1.25 Lac(s) 5 Kottah Residential Plot is available for Rent in Naihati, Kolkata for 1.25 Lac(s)"
medium," Ideal property, if you are looking to make your dream house. Available here is a Residential Plot i 4200 Sq-ft Residential Plot is available for Rent in Alampur Road, Kolkata for 25,000"
low,"30000 Sq-ft Residential Plot is available for Rent in Naihati, Kolkata for 2.50 Lac(s) 30000 Sq-ft Residential Plot is available for Rent in Naihati, Kolkata for 2.50 Lac(s)"
medium,"On road and very much suitable for godown warehouses. 7920 Sq-ft Residential Plot is available for Rent in Barasat, Kolkata for 60,000"
medium,"1800 Sq-ft Residential Plot is available for Rent in Thakurpukur, Kolkata for 10.0 Lac(s) 1800 Sq-ft Residential Plot is available for Rent in Thakurpukur, Kolkata for 10.0 Lac(s)"
low,"3 Kottah Residential Plot is available for Rent in Mukundapur, Kolkata for 70,000 3 Kottah Residential Plot is available for Rent in Mukundapur, Kolkata for 70,000"
medium,"Plot is located at Killoor Neduvathoor which is located  5 km from Kottarakkara. Plot is good for go 10000 Sq-ft Residential Plot is available for Rent in Kottarakkara, Kollam for 25,000"
low,"14 Cent Residential Plot is available for Rent in Pala, Kottayam  14 Cent Residential Plot is available for Rent in Pala, Kottayam "
medium,"near 250 feet from ausa road 1200 Sq-ft Residential Plot is available for Rent in , Latur for 15,000"
medium,"1.5 Kms from Highway.20 meters from damar road.25 feet road infront of plot.Electricity pole is just 2100 Sq-ft Residential Plot is available for Rent in Dubagga, Lucknow for 42,000"
medium,"very near to SGPGI and shaeed path 3100 Sq-ft Residential Plot is available for Rent in Ratan Khand, Lucknow for 60,000"
medium,"6500 Sq-ft Residential Plot is available for Rent in , Lucknow for 55,000 6500 Sq-ft Residential Plot is available for Rent in , Lucknow for 55,000"
low,"2750 Sq-ft Residential Plot is available for Rent in Fazullaganj, Lucknow for 20,000 2750 Sq-ft Residential Plot is available for Rent in Fazullaganj, Lucknow for 20,000"
medium,"good property and is very lucky 2500 Sq-yrd Residential Plot is available for Rent in Muthupatti, Madurai for 20,000"
low,"1958 Sq-ft Residential Plot is available for Rent in Boloor, Mangalore for 8,500 1958 Sq-ft Residential Plot is available for Rent in Boloor, Mangalore for 8,500"
medium,"5000 Sq-ft Residential Plot is available for Rent in Daurala, Meerut for 45,000 5000 Sq-ft Residential Plot is available for Rent in Daurala, Meerut for 45,000"
medium,"56 Sq-m Residential Plot is available for Rent in Thakurdwara, Moradabad for 48,000 56 Sq-m Residential Plot is available for Rent in Thakurdwara, Moradabad for 48,000"
low,"property for rent ............................................ 17000 Sq-ft Residential Plot is available for Rent in Vasai, Mumbai for 1.70 Lac(s)"
low,"3500 Sq-ft Residential Plot is available for Rent in Mira Road East, Mumbai for 60,000 3500 Sq-ft Residential Plot is available for Rent in Mira Road East, Mumbai for 60,000"
low,"1000 Sq-ft Residential Plot is available for Rent in Vasai East, Mumbai for 18,000 1000 Sq-ft Residential Plot is available for Rent in Vasai East, Mumbai for 18,000"
low,"12100 Sq-ft Residential Plot is available for Rent in Dongri, Mumbai for 40,000 12100 Sq-ft Residential Plot is available for Rent in Dongri, Mumbai for 40,000"
low,"40 Sq-yrd Residential Plot is available for Rent in , Mysore for 20,000 40 Sq-yrd Residential Plot is available for Rent in , Mysore for 20,000"
low,"7200 Sq-ft Residential Plot is available for Rent in , Mysore  7200 Sq-ft Residential Plot is available for Rent in , Mysore "
low,"17500 Sq-ft Residential Plot is available for Rent in Hirawadi, Nashik for 50,000 17500 Sq-ft Residential Plot is available for Rent in Hirawadi, Nashik for 50,000"
medium,"1 Acre Residential Plot is available for Rent in Vihitgaon, Nashik for 2.0 Lac(s) 1 Acre Residential Plot is available for Rent in Vihitgaon, Nashik for 2.0 Lac(s)"
low,"1225 Sq-ft Residential Plot is available for Rent in Pathardi Phata, Nashik for 15,000 1225 Sq-ft Residential Plot is available for Rent in Pathardi Phata, Nashik for 15,000"
low,"620 Sq-yrd Residential Plot is available for Rent in Makhmalabad, Nashik for 2.0 Lac(s) 620 Sq-yrd Residential Plot is available for Rent in Makhmalabad, Nashik for 2.0 Lac(s)"
low,"2400 Sq-ft Residential Plot is available for Rent in Padarupalli, Nellore for 12,000 2400 Sq-ft Residential Plot is available for Rent in Padarupalli, Nellore for 12,000"
low,"50 Ground Residential Plot is available for Rent in Shastri Nagar, New Delhi for 14,000 50 Ground Residential Plot is available for Rent in Shastri Nagar, New Delhi for 14,000"
medium,"IN THIS,3+1 DRAWING ROOM OR 3 BEDROOM,3 BATHROOM,1 MANDIR,1 STORE 250 Sq-ft Residential Plot is available for Rent in Uttari Pitampura, New Delhi for 50,000"
medium,"Residential plot is well located available for rent in the prime locality with good surroundings and 85 Sq-ft Residential Plot is available for Rent in West Patel Nagar, New Delhi for 5,500"
high,"fully furnished 3BHK flat for rent in central delhi(karol bagh). Walking distance from metro station 100 Sq-ft Residential Plot is available for Rent in Karol Bagh, New Delhi for 35,000"
low,"700 Sq-ft Residential Plot is available for Rent in Wazirabad, New Delhi  700 Sq-ft Residential Plot is available for Rent in Wazirabad, New Delhi "
medium,"2000 Sq-ft Residential Plot is available for Rent in Sector 108, Noida for 45,000 2000 Sq-ft Residential Plot is available for Rent in Sector 108, Noida for 45,000"
medium,"  Residential Plot faces East direction. It offers an unmatched view of the Garden/Park, Main Road i 450 Sq-m Residential Plot is available for Rent in Block D Sector 51, Noida for 7.50 Lac(s)"
medium,"rent house kanauji main road near by school bank market 2 BHK, Residential Plot is available for Rent in Kanauji Kachuara Road, Patna for 6,500"
medium,".It is very big  .It is well connected  to main road and well sanitized area and Markets are near it 2290 Sq-ft Residential Plot is available for Rent in Kankarbagh, Patna for 60,000"
low,"4000 Sq-ft Residential Plot is available for Rent in Fatehpur, Patna for 15,000 4000 Sq-ft Residential Plot is available for Rent in Fatehpur, Patna for 15,000"
medium,"1150 Sq-ft Residential Plot is available for Rent in Gardanibagh, Patna for 5,000 1150 Sq-ft Residential Plot is available for Rent in Gardanibagh, Patna for 5,000"
medium,"22500 Sq-ft Residential Plot is available for Rent in Patna City, Patna for 1.80 Lac(s) 22500 Sq-ft Residential Plot is available for Rent in Patna City, Patna for 1.80 Lac(s)"
medium,"1 Acre Residential Plot is available for Rent in Punawale, Pune for 1.20 Lac(s) 1 Acre Residential Plot is available for Rent in Punawale, Pune for 1.20 Lac(s)"
medium,"700 Sq-yrd Residential Plot is available for Rent in Sector 25 Nigdi, Pune for 7,000 700 Sq-yrd Residential Plot is available for Rent in Sector 25 Nigdi, Pune for 7,000"
low,"7 Guntha Residential Plot is available for Rent in , Pune for 70,000 7 Guntha Residential Plot is available for Rent in , Pune for 70,000"
low,"2400 Sq-ft Residential Plot is available for Rent in Wagholi, Pune for 36,000 2400 Sq-ft Residential Plot is available for Rent in Wagholi, Pune for 36,000"
medium," Unmatched corner Residential Plot.  937 Sq-m Residential Plot is available for Rent in Chakan, Pune for 1.0 Lac(s)"
low,"10000 Sq-ft Residential Plot is available for Rent in Shikrapur, Pune for 15,000 10000 Sq-ft Residential Plot is available for Rent in Shikrapur, Pune for 15,000"
low,"2 Guntha Residential Plot is available for Rent in Bakori, Pune for 15,000 2 Guntha Residential Plot is available for Rent in Bakori, Pune for 15,000"
low,"1000 Sq-ft Residential Plot is available for Rent in Charholi BK, Pune for 20,000 1000 Sq-ft Residential Plot is available for Rent in Charholi BK, Pune for 20,000"
low,"7000 Sq-ft Residential Plot is available for Rent in Pashan, Pune for 60,000 7000 Sq-ft Residential Plot is available for Rent in Pashan, Pune for 60,000"
medium,"best place loacted near the road very close to airport 2000 Sq-ft Residential Plot is available for Rent in Khese Park, Pune for 20,000"
medium," Residential Plot is located at unmatched corner position.  40000 Sq-ft Residential Plot is available for Rent in Katraj, Pune for 1.20 Lac(s)"
