cScore,merged_col
medium,"North Facing Shop is on sale on main highway road, fully furnished shop with attach washroom. The sh   Commercial Shop is available for Sale in Sikandra, Agra for 70.0 Lac(s)"
low,"  Commercial Shop is available for Sale in Sector 7 Avas Vikas Colony, Agra for 35.0 Lac(s)   Commercial Shop is available for Sale in Sector 7 Avas Vikas Colony, Agra for 35.0 Lac(s)"
medium,"  Commercial Shop is available for Sale in Agra Road, Agra for 22.0 Lac(s)   Commercial Shop is available for Sale in Agra Road, Agra for 22.0 Lac(s)"
medium,"  Commercial Shop is available for Sale in Dahtaura, Agra for 20.0 Lac(s)   Commercial Shop is available for Sale in Dahtaura, Agra for 20.0 Lac(s)"
low,"  Commercial Showroom is available for Sale in , Agra for 2.0 Lac(s)   Commercial Showroom is available for Sale in , Agra for 2.0 Lac(s)"
low,"  Commercial Shop is available for Sale in Shahganj, Agra for 85.0 Lac(s)   Commercial Shop is available for Sale in Shahganj, Agra for 85.0 Lac(s)"
low,"  Commercial Shop is available for Sale in Shaheed Nagar, Agra for 15.0 Lac(s)   Commercial Shop is available for Sale in Shaheed Nagar, Agra for 15.0 Lac(s)"
low,"  Commercial Shop is available for Sale in Shahganj, Agra for 45.0 Lac(s)   Commercial Shop is available for Sale in Shahganj, Agra for 45.0 Lac(s)"
low,"  Commercial Shop is available for Sale in Shaheed Nagar, Agra for 15.0 Lac(s)   Commercial Shop is available for Sale in Shaheed Nagar, Agra for 15.0 Lac(s)"
low,"  Commercial Showroom is available for Sale in Taj Nagari 2, Agra for 50.0 Lac(s)   Commercial Showroom is available for Sale in Taj Nagari 2, Agra for 50.0 Lac(s)"
medium,"It is on main road, and nearby the place which is developing on a fast pace, Very Good For investmen   Commercial Shop is available for Sale in Karmyogi Enclave, Agra for 50.0 Lac(s)"
medium,"  Commercial Shop is available for Sale in Paschim Puri, Agra for 40.0 Lac(s)   Commercial Shop is available for Sale in Paschim Puri, Agra for 40.0 Lac(s)"
medium,"The property is fully furnished with high quality wooden interiors with main desk and 4 workstations   Commercial Shop is available for Sale in Kamla nagar, Agra for 30.0 Lac(s)"
medium,"Jam Jam Complex opposite Shankar Greens Apartments near Double Tree Hilton Hotel Agra 282001.   Commercial Shop is available for Sale in Phase 2 Taj Nagri, Agra for 30.0 Lac(s)"
medium,"Are you in search of a prime location to establish your business? Look no further than this premium    Commercial Shop is available for Sale in Maruti Estate, Agra for 50.0 Lac(s)"
low,"  Commercial Shop is available for Sale in Jalesar Road, Agra for 20.0 Lac(s)   Commercial Shop is available for Sale in Jalesar Road, Agra for 20.0 Lac(s)"
low,"  Commercial Shop is available for Sale in Belanganj, Agra for 50.0 Lac(s)   Commercial Shop is available for Sale in Belanganj, Agra for 50.0 Lac(s)"
medium,"  Commercial Shop is available for Sale in Agra Cantt, Agra for 60.0 Lac(s)   Commercial Shop is available for Sale in Agra Cantt, Agra for 60.0 Lac(s)"
medium,"This spacious commercial showroom in Garhia Azam Khan, Agra, offers a prime location and extensive s   Commercial Showroom is available for Sale in Garhia Azam Khan, Agra for 8.0 Crore(s)"
medium,"  Commercial Shop is available for Sale in Sikandra, Agra for 14.0 Lac(s)   Commercial Shop is available for Sale in Sikandra, Agra for 14.0 Lac(s)"
medium,"Commercial shop is available for sale. It is a good location property. Please contact for more detai   Commercial Shop is available for Sale in Nagla Prithvinath, Agra for 60.0 Lac(s)"
medium,"  Commercial Shop is available for Sale in Shastri Puram, Agra for 28.0 Lac(s)   Commercial Shop is available for Sale in Shastri Puram, Agra for 28.0 Lac(s)"
medium,"Commercial showroom is available for sale.   Commercial Showroom is available for Sale in , Agra for 10.0 Lac(s)"
medium,"  Commercial Shop is available for Sale in Sanjay Place, Agra for 60.0 Lac(s)   Commercial Shop is available for Sale in Sanjay Place, Agra for 60.0 Lac(s)"
medium,"If you are looking for a Commercial Shop, then here's your chance to get the best deal. An exclusive   Commercial Shop is available for Sale in Mahatma Gandhi Road, Agra for 1.6 Crore(s)"
medium,"situated on NH 509 AGRA ALIGARAH HIGHWAY NEAR BY YAMUNA EXPRESS WAY 3.5KM.   Commercial Shop is available for Sale in Agra Road, Agra for 1.2 Crore(s)"
low,"  Commercial Shop is available for Sale in Sadar Bazaar, Agra for 11.2 Crore(s)   Commercial Shop is available for Sale in Sadar Bazaar, Agra for 11.2 Crore(s)"
low,"  Commercial Shop is available for Sale in Sanjay Place, Agra for 50.0 Lac(s)   Commercial Shop is available for Sale in Sanjay Place, Agra for 50.0 Lac(s)"
medium,"80ft road infront of shop, super location   Commercial Shop is available for Sale in , Agra for 1.5 Crore(s)"
medium,"In the locality of Sanjay Place, a Commercial Shop is available for Sale with all the facility and g 75 Sq-ft Commercial Shop is available for Sale in Sanjay Place, Agra for 30.0 Lac(s)"
low,"  Commercial Shop is available for Sale in Kamla nagar, Agra for 30.0 Lac(s)   Commercial Shop is available for Sale in Kamla nagar, Agra for 30.0 Lac(s)"
low,"  Commercial Shop is available for Sale in Transport Nagar, Agra for 22.50 Lac(s)   Commercial Shop is available for Sale in Transport Nagar, Agra for 22.50 Lac(s)"
low,"  Commercial Shop is available for Sale in Bodla, Agra for 1.7 Crore(s)   Commercial Shop is available for Sale in Bodla, Agra for 1.7 Crore(s)"
low,"  Commercial Showroom is available for Sale in Sikandra, Agra for 2.4 Crore(s)   Commercial Showroom is available for Sale in Sikandra, Agra for 2.4 Crore(s)"
medium,"Leased for a tenure of 9 years to Jawed Habib Salon, Fully furnished with false ceiling, modern bath   Commercial Shop is available for Sale in Sector 3 Avas Vikas Colony, Agra for 75.0 Lac(s)"
low,"  Commercial Shop is available for Sale in , Agra for 10.0 Lac(s)   Commercial Shop is available for Sale in , Agra for 10.0 Lac(s)"
low,"  Commercial Shop is available for Sale in Shaheed Nagar, Agra for 22.0 Lac(s)   Commercial Shop is available for Sale in Shaheed Nagar, Agra for 22.0 Lac(s)"
medium,"  Commercial Shop is available for Sale in Bhagwan Talkies, Agra for 15.0 Lac(s)   Commercial Shop is available for Sale in Bhagwan Talkies, Agra for 15.0 Lac(s)"
low,"  Commercial Shop is available for Sale in Dayal Bagh, Agra for 35.0 Lac(s)   Commercial Shop is available for Sale in Dayal Bagh, Agra for 35.0 Lac(s)"
low,"  Commercial Shop is available for Sale in Sanjay Place, Agra for 8.0 Lac(s)   Commercial Shop is available for Sale in Sanjay Place, Agra for 8.0 Lac(s)"
low,"  Commercial Shop is available for Sale in Bhawna Estate, Agra for 75.0 Lac(s)   Commercial Shop is available for Sale in Bhawna Estate, Agra for 75.0 Lac(s)"
low,"  Commercial Shop is available for Sale in Tajganj, Agra for 42.0 Lac(s)   Commercial Shop is available for Sale in Tajganj, Agra for 42.0 Lac(s)"
medium,"Neat and clean property exactly on raja mandi chota chauraha main market all 3 floors with ground on   Commercial Shop is available for Sale in Raja Ki Mandi, Agra for 1.8 Crore(s)"
medium,"  Commercial Showroom is available for Sale in , Agra for 18.0 Crore(s)   Commercial Showroom is available for Sale in , Agra for 18.0 Crore(s)"
medium,"Commercial shop is available for sale.   Commercial Shop is available for Sale in Shastri Puram, Agra for 37.50 Lac(s)"
low,"Commercial shop is available for sale.   Commercial Shop is available for Sale in Sikandra, Agra for 25.0 Lac(s)"
low,"  Commercial Shop is available for Sale in Raja Ki Mandi, Agra for 18.0 Lac(s)   Commercial Shop is available for Sale in Raja Ki Mandi, Agra for 18.0 Lac(s)"
low,"  Commercial Shop is available for Sale in , Agra for 50.0 Lac(s)   Commercial Shop is available for Sale in , Agra for 50.0 Lac(s)"
medium,"  Commercial Shop is available for Sale in Balkeshwar Road, Agra for 80.0 Lac(s)   Commercial Shop is available for Sale in Balkeshwar Road, Agra for 80.0 Lac(s)"
medium,"  Commercial Showroom is available for Sale in Shamshabad, Agra for 40.0 Lac(s)   Commercial Showroom is available for Sale in Shamshabad, Agra for 40.0 Lac(s)"
low,"  Commercial Shop is available for Sale in Dayal Bagh, Agra for 35.0 Lac(s)   Commercial Shop is available for Sale in Dayal Bagh, Agra for 35.0 Lac(s)"
low,"  Commercial Showroom is available for Sale in Bansal Nagar, Agra for 1.2 Crore(s)   Commercial Showroom is available for Sale in Bansal Nagar, Agra for 1.2 Crore(s)"
low,"  Commercial Shop is available for Sale in Awadh Puri, Agra for 15.0 Lac(s)   Commercial Shop is available for Sale in Awadh Puri, Agra for 15.0 Lac(s)"
medium,"Commercial shop is available for sale. It is a good location property. Please contact for more detai   Commercial Shop is available for Sale in Awadh Puri, Agra for 41.0 Lac(s)"
medium,"  Commercial Shop is available for Sale in Sadar Bazaar, Agra for 40.0 Lac(s)   Commercial Shop is available for Sale in Sadar Bazaar, Agra for 40.0 Lac(s)"
medium,"  Commercial Showroom is available for Sale in Chitale Road, Ahmadnagar for 3.5 Crore(s)   Commercial Showroom is available for Sale in Chitale Road, Ahmadnagar for 3.5 Crore(s)"
low,"contact for more details....and photos   Commercial Shop is available for Sale in , Ahmadnagar for 37.0 Lac(s)"
low,"  Commercial Showroom is available for Sale in MG Road, Ahmadnagar for 3.0 Crore(s)   Commercial Showroom is available for Sale in MG Road, Ahmadnagar for 3.0 Crore(s)"
low,"  Commercial Shop is available for Sale in MIDC, Ahmadnagar for 51.0 Lac(s)   Commercial Shop is available for Sale in MIDC, Ahmadnagar for 51.0 Lac(s)"
low,"  Commercial Shop is available for Sale in Pathardi, Ahmadnagar for 10.0 Lac(s)   Commercial Shop is available for Sale in Pathardi, Ahmadnagar for 10.0 Lac(s)"
medium,"Commercial showroom is available for sale. It covered area of 2000 sq-ft, with back-office space and   Commercial Showroom is available for Sale in MG Road, Ahmadnagar for 3.3 Crore(s)"
low,"  Commercial Shop is available for Sale in MG Road, Ahmadnagar for 2.0 Crore(s)   Commercial Shop is available for Sale in MG Road, Ahmadnagar for 2.0 Crore(s)"
medium,"Property located in nipti kedgoan market front line shop good for investment purpose also to give on   Commercial Shop is available for Sale in Kedgaon, Ahmadnagar for 79.0 Lac(s)"
low,"  Commercial Shop is available for Sale in Sangamner, Ahmadnagar for 17.0 Lac(s)   Commercial Shop is available for Sale in Sangamner, Ahmadnagar for 17.0 Lac(s)"
low,"  Commercial Shop is available for Sale in , Ahmadnagar for 7.50 Lac(s)   Commercial Shop is available for Sale in , Ahmadnagar for 7.50 Lac(s)"
low,"Commercial Showroom for Sale in Vaishnodevi Circle, Ahmedabad. Covered area is 2114.0  Sq-ft. This p   Commercial Showroom is available for Sale in Vaishnodevi Circle, Ahmedabad for 1.4 Crore(s)"
low,"Commercial Showroom for Sale in Sarkhej Gandhinagar Highway, Ahmedabad. Covered area is 2420.0  Sq-f   Commercial Showroom is available for Sale in Sarkhej Gandhinagar Highway, Ahmedabad for 2.1 Crore(s)"
low,"Commercial Shop for Sale in Iscon Ambli Road, Ahmedabad. Covered area is 3095  Sq-ft. This property    Commercial Shop is available for Sale in Iscon Ambli Road, Ahmedabad for 3.7 Crore(s)"
low,"Commercial Showroom for Sale in Chharodi, Ahmedabad. Covered area is 2875.0  Sq-ft. This property be   Commercial Showroom is available for Sale in Chharodi, Ahmedabad for 2.5 Crore(s)"
low,"Commercial Showroom for Sale in Vaishnodevi Circle, Ahmedabad. Covered area is 2114.0  Sq-ft. This p   Commercial Showroom is available for Sale in Vaishnodevi Circle, Ahmedabad for 1.4 Crore(s)"
low,"Commercial Shop for Sale in Iscon Ambli Road, Ahmedabad. Covered area is 3570.0  Sq-ft. This propert   Commercial Shop is available for Sale in Iscon Ambli Road, Ahmedabad for 4.2 Crore(s)"
low,"Commercial Showroom for Sale in Ambli, Ahmedabad. Covered area is 1300.0  Sq-ft. This property belon   Commercial Showroom is available for Sale in Ambli, Ahmedabad for 1.9 Crore(s)"
low,"Commercial Shop for Sale in Iscon Ambli Road, Ahmedabad. Covered area is 3570.0  Sq-ft. This propert   Commercial Shop is available for Sale in Iscon Ambli Road, Ahmedabad for 4.2 Crore(s)"
low,"Commercial Showroom for Sale in Ambli, Ahmedabad. Covered area is 2600.0  Sq-ft. This property belon   Commercial Showroom is available for Sale in Ambli, Ahmedabad for 3.9 Crore(s)"
high,"Premium showroom available for sell at most desirable location of city Brillia1982 sqftSG Highway,Ah 1982 Sq-ft Commercial Showroom is available for Sale in Sarkhej Gandhinagar Highway, Ahmedabad for 3.8 Crore(s)"
high,"Excellent shop available for immediate sale. Best investment opportunity. Ideal for business like ge 478 Sq-ft Commercial Shop is available for Sale in Chharodi, Ahmedabad for 65.0 Lac(s)"
high,"Pre Leased Ground Floor Avalable For Sale At Iscon Ambali Road.Best Option For Long Tearm Rental Inc 2525 Sq-ft Commercial Shop is available for Sale in Iscon Ambli Road, Ahmedabad for 6.5 Crore(s)"
high,"Looking for bare shell office space for property investment purposes in Ahmedabad North, Pravish Bri 12000 Sq-ft Commercial Showroom is available for Sale in Sarkhej Gandhinagar Highway, Ahmedabad for 5.2 Crore(s)"
high,"2200 sq.ft. showroom space available on Sale in SG Highway.This Building is newly Constructed and we 2200 Sq-ft Commercial Showroom is available for Sale in Vaishnodevi Circle, Ahmedabad for 4.0 Crore(s)"
high,"Opp. Hind Super Market, Thaltej...Pre Launch Commercial Project at Thaltej...2085 Sqft Ground Floor  5000 Sq-yrd Commercial Showroom is available for Sale in Thaltej, Ahmedabad for 3.9 Crore(s)"
high,"Commercial Showroom Available for Sell. Located in one of the posh area of Ahmedabad with good local 5000 Sq-yrd Commercial Showroom is available for Sale in Sindhu Bhavan Marg, Ahmedabad for 5.7 Crore(s)"
high,"700 sqft commercial shop available for sale in swastik greens   Commercial Shop is available for Sale in South Bopal, Ahmedabad for 1.5 Crore(s)"
low,"Commercial Showroom for Sale in Sarkhej Gandhinagar Highway, Ahmedabad. Covered area is 2420.0  Sq-f   Commercial Showroom is available for Sale in Sarkhej Gandhinagar Highway, Ahmedabad for 2.1 Crore(s)"
high,"Pravish Brillia offering commercial office spaces and retail shop showrooms for sale in Ahmedabad No   Commercial Showroom is available for Sale in Vaishnodevi Circle, Ahmedabad for 4.5 Crore(s)"
low,"Commercial Showroom for Sale in Vaishnodevi Circle, Ahmedabad. Covered area is 2370.0  Sq-ft. This p   Commercial Showroom is available for Sale in Vaishnodevi Circle, Ahmedabad for 1.6 Crore(s)"
low,"Commercial Shop for Sale in Iscon Ambli Road, Ahmedabad. Covered area is 3095.0  Sq-ft. This propert   Commercial Shop is available for Sale in Iscon Ambli Road, Ahmedabad for 3.7 Crore(s)"
low,"Commercial Showroom for Sale in Sarkhej Gandhinagar Highway, Ahmedabad. Covered area is 2420.0  Sq-f   Commercial Showroom is available for Sale in Sarkhej Gandhinagar Highway, Ahmedabad for 2.1 Crore(s)"
low,"Commercial Showroom for Sale in Vaishnodevi Circle, Ahmedabad. Covered area is 2370.0  Sq-ft. This p   Commercial Showroom is available for Sale in Vaishnodevi Circle, Ahmedabad for 1.6 Crore(s)"
low,"Commercial Showroom for Sale in Sarkhej Gandhinagar Highway, Ahmedabad. Covered area is 2420.0  Sq-f   Commercial Showroom is available for Sale in Sarkhej Gandhinagar Highway, Ahmedabad for 2.1 Crore(s)"
low,"Commercial Showroom for Sale in Sarkhej Gandhinagar Highway, Ahmedabad. Covered area is 2420.0  Sq-f   Commercial Showroom is available for Sale in Sarkhej Gandhinagar Highway, Ahmedabad for 2.1 Crore(s)"
high,"Its very good brand new 1st floor shop for immediate sell nice location nice locality well maintain  5000 Sq-ft Commercial Shop is available for Sale in South Bopal, Ahmedabad for 41.50 Lac(s)"
high,"Commercial Shop  Showroom is available for sell at Ahmedabad with all the facility and good connecti 1668 Sq-ft Commercial Showroom is available for Sale in Gota, Ahmedabad for 1.3 Crore(s)"
high,"Ratnanjali Solitaire in Satellite, Ahmedabad by Ratnanjali Infra LLP is a Commercial project. The pr 5000 Sq-yrd Commercial Shop is available for Sale in Satellite, Ahmedabad for 1.7 Crore(s)"
high,"Explore this prime commercial shop for sale in Viaan Business Hub, Vatva, Ahmedabad, ready for immed   Commercial Shop is available for Sale in Vatva, Ahmedabad for 2.4 Crore(s)"
high,"Commercial shop is available for sale. It covered area of 220 sq-ft, it is a good location property.   Commercial Shop is available for Sale in Satellite, Ahmedabad for 45.0 Lac(s)"
medium,"Commercial shop is available for sale. It covered area of 546 sq-ft, it is a good location property.   Commercial Shop is available for Sale in Zundal, Ahmedabad for 95.0 Lac(s)"
medium,"nan   Commercial Shop is available for Sale in Vastral, Ahmedabad for 45.0 Lac(s)"
medium,"opp vastrapur lake and ramdevpir and ganapati temple   Commercial Shop is available for Sale in Vastrapur, Ahmedabad for 1.7 Crore(s)"
medium,"Best constructed property in this area.   Commercial Shop is available for Sale in Bopal, Ahmedabad for 67.99 Lac(s)"
medium,"Commercial shop is available for sale. It covered area of 356 sq-ft, it is a good location property.   Commercial Shop is available for Sale in Nikol, Ahmedabad for 32.50 Lac(s)"
medium,"nan   Commercial Shop is available for Sale in , Ahmedabad for 25.0 Lac(s)"
medium,"nan   Commercial Shop is available for Sale in Nehru Nagar Ambawadi, Ahmedabad for 48.0 Lac(s)"
medium,"nan   Commercial Shop is available for Sale in Sarkhej Okaf, Ahmedabad for 26.0 Lac(s)"
medium,"nan   Commercial Shop is available for Sale in , Ahmedabad for 1.4 Crore(s)"
high,"corner shop sell in new c g road main road 570 Sq-ft Commercial Shop is available for Sale in Nigam Nagar, Ahmedabad for 2.1 Crore(s)"
medium,"nan   Commercial Shop is available for Sale in Chandkheda, Ahmedabad for 45.0 Lac(s)"
low,"nan   Commercial Shop is available for Sale in Motera, Ahmedabad for 60.0 Lac(s)"
medium,"Commercial shop is available for sale. It CarpetBuilt-up area of 270 sq-ft, it is a good location pr   Commercial Shop is available for Sale in , Ahmedabad for 27.0 Lac(s)"
medium,"Commercial shop is available for sale. It covered area of 280 sq-ft, it is a good location property.   Commercial Shop is available for Sale in Naroda, Ahmedabad for 40.0 Lac(s)"
low," This spacious Commercial Showroom is located at 1st floor in a tower of total 4 floors.    Commercial Showroom is available for Sale in India Colony, Ahmedabad for 31.0 Lac(s)"
low,"nan   Commercial Shop is available for Sale in Godrej Garden City, Ahmedabad for 75.0 Lac(s)"
low," Freehold Commercial Shop has unblocked view on front, facing Main Road. Situated at Ground floor, t   Commercial Shop is available for Sale in Ambawadi, Ahmedabad for 1.1 Crore(s)"
low,"nan   Commercial Shop is available for Sale in Naranpura, Ahmedabad for 1.1 Crore(s)"
low,"nan   Commercial Shop is available for Sale in Jivraj Park, Ahmedabad for 45.0 Lac(s)"
medium,"nan   Commercial Shop is available for Sale in Shilaj, Ahmedabad for 60.0 Lac(s)"
medium,"Commercial shop is available for sale. It is a good location property. Please contact for more detai   Commercial Shop is available for Sale in Motera, Ahmedabad for 75.0 Lac(s)"
low,"nan   Commercial Shop is available for Sale in Paldi, Ahmedabad for 1.4 Crore(s)"
low,"nan   Commercial Shop is available for Sale in Shahibag, Ahmedabad for 30.0 Lac(s)"
medium,"Commercial shop is available for sale. It covered area of 918 sq-ft, it is a good location property.   Commercial Shop is available for Sale in Vastrapur, Ahmedabad for 2.0 Crore(s)"
low,"nan   Commercial Shop is available for Sale in Vasna, Ahmedabad for 32.0 Lac(s)"
low,"nan   Commercial Shop is available for Sale in Sarangpur, Ahmedabad for 20.0 Lac(s)"
medium,"nan   Commercial Shop is available for Sale in South Bopal, Ahmedabad for 1.5 Crore(s)"
low,"Commercial shop is available for sale. It is a good location property. Please contact for more detai   Commercial Shop is available for Sale in Gurukul Road, Ahmedabad for 55.0 Lac(s)"
low,"nan   Commercial Shop is available for Sale in Bopal Road, Ahmedabad for 40.0 Lac(s)"
low,"nan   Commercial Shop is available for Sale in Ranip, Ahmedabad for 2.3 Crore(s)"
low,"nan   Commercial Shop is available for Sale in Satellite, Ahmedabad for 95.0 Lac(s)"
low,"nan   Commercial Showroom is available for Sale in Shyamal Cross Road, Ahmedabad for 4.4 Crore(s)"
high,"Introducing an exceptional opportunity - a commercial showroom for sale in the vibrant hub of Shahib   Commercial Showroom is available for Sale in Shahibag, Ahmedabad for 45.0 Lac(s)"
low,"nan   Commercial Showroom is available for Sale in Vastral, Ahmedabad for 2.0 Crore(s)"
medium,"Commercial shop is available for sale. It covered area of 759 sq-ft, it is a good location property.   Commercial Shop is available for Sale in Gota, Ahmedabad for 90.0 Lac(s)"
low,"nan   Commercial Shop is available for Sale in India Colony, Ahmedabad for 1.0 Crore(s)"
medium,"Shourya Icon is a well known landmark in the bustling city of Ahmedabad. Building has Narol Multispe   Commercial Shop is available for Sale in Narolgam, Ahmedabad for 20.0 Lac(s)"
medium,"New Emerging Commercial complex   Commercial Shop is available for Sale in Bopal, Ahmedabad for 61.0 Lac(s)"
medium,"nan   Commercial Shop is available for Sale in Prahlad Nagar, Ahmedabad for 35.0 Lac(s)"
low,"nan   Commercial Shop is available for Sale in , Ahmedabad for 1.5 Crore(s)"
medium,"nan   Commercial Shop is available for Sale in Shela, Ahmedabad for 1.3 Crore(s)"
medium,"nan   Commercial Shop is available for Sale in Nikol, Ahmedabad for 60.0 Lac(s)"
medium,"Presenting an exceptional opportunity in the bustling locale of Gita Mandir, Ahmedabad  a prime comm   Commercial Shop is available for Sale in Gita Mandir, Ahmedabad for 55.0 Lac(s)"
low,"nan   Commercial Showroom is available for Sale in Sarkhej Gandhinagar Highway, Ahmedabad for 14.0 Crore(s)"
medium,"nan   Commercial Shop is available for Sale in New Ranip, Ahmedabad for 52.0 Lac(s)"
medium,"nan   Commercial Shop is available for Sale in , Ahmedabad for 90.0 Lac(s)"
medium,"Commercial showroom is available for sale. It is a good location property. Please contact for more d   Commercial Showroom is available for Sale in Prahlad Nagar, Ahmedabad for 2.5 Crore(s)"
medium,"Step into an unparalleled opportunity with this commercial shop up for sale in the thriving district   Commercial Shop is available for Sale in Navrangpura, Ahmedabad for 7.0 Crore(s)"
