cScore,merged_col
low,"4 BHK, Farm House is available for Sale in , Ahmedabad for 4.2 Crore(s) 4 BHK, Farm House is available for Sale in , Ahmedabad for 4.2 Crore(s)"
low,"2 BHK, Farm House is available for Sale in Adroda, Ahmedabad for 45.0 Lac(s) 2 BHK, Farm House is available for Sale in Adroda, Ahmedabad for 45.0 Lac(s)"
low,"1 BHK, Farm House is available for Sale in , Ahmedabad for 1.2 Crore(s) 1 BHK, Farm House is available for Sale in , Ahmedabad for 1.2 Crore(s)"
high,"North East facing plotready possessionno compulsory construction 2 BHK, Farm House is available for Sale in Moti Devati, Ahmedabad for 65.0 Lac(s)"
medium,"1 BHK, Farm House is available for Sale in Vinchhiya, Ahmedabad for 1.0 Crore(s) 1 BHK, Farm House is available for Sale in Vinchhiya, Ahmedabad for 1.0 Crore(s)"
low,"  Farm House is available for Sale in Naroda, Ahmedabad for 53.0 Lac(s)   Farm House is available for Sale in Naroda, Ahmedabad for 53.0 Lac(s)"
low,"  Farm House is available for Sale in Sanand, Ahmedabad for 6.5 Crore(s)   Farm House is available for Sale in Sanand, Ahmedabad for 6.5 Crore(s)"
low,"4 BHK, Farm House is available for Sale in , Ahmedabad for 1.2 Crore(s) 4 BHK, Farm House is available for Sale in , Ahmedabad for 1.2 Crore(s)"
medium,"plot and weekend home very nice place and beautiful hills to around creat 1 BHK, Farm House is available for Sale in , Ahmedabad for 25.0 Lac(s)"
medium,"4 BHK, Farm House is available for Sale in Sanand, Ahmedabad for 5.8 Crore(s) 4 BHK, Farm House is available for Sale in Sanand, Ahmedabad for 5.8 Crore(s)"
low,"  Farm House is available for Sale in Kathwada, Ahmedabad    Farm House is available for Sale in Kathwada, Ahmedabad "
low,"  Farm House is available for Sale in Sanand, Ahmedabad    Farm House is available for Sale in Sanand, Ahmedabad "
low,"  Farm House is available for Sale in Sanand Nalsarovar Road, Ahmedabad    Farm House is available for Sale in Sanand Nalsarovar Road, Ahmedabad "
high,"At Green Valley, the aspiration and dream of building the first home comes alive. It is a harmonious 2 BHK, Farm House is available for Sale in Goraj, Ahmedabad for 1.6 Crore(s)"
high,"1.5 Acre Residential Farm House property at Kainady, near Kavalam, Kuttanadu, Alappuzha with ready t 4 BHK, Farm House is available for Sale in Kainady, Alappuzha for 2.0 Lac(s)"
low,"  Farm House is available for Sale in Chengannur, Alappuzha for 35.0 Lac(s)   Farm House is available for Sale in Chengannur, Alappuzha for 35.0 Lac(s)"
high,"1.5 Acre Residential Farm House property at Kainady, near Kavalam, Kuttanadu, Alappuzha with ready t 4 BHK, Farm House is available for Sale in Kainady, Alappuzha for 2.0 Lac(s)"
low,"  Farm House is available for Sale in Quarsi, Aligarh    Farm House is available for Sale in Quarsi, Aligarh "
low,"  Farm House is available for Sale in Shankargarh, Allahabad for 10.3 Crore(s)   Farm House is available for Sale in Shankargarh, Allahabad for 10.3 Crore(s)"
low,"4 BHK, Farm House is available for Sale in , Allahabad  4 BHK, Farm House is available for Sale in , Allahabad "
high,"Farm House Gated Township in Alwar NaugeonPremium Villas Plots  Farmhouses.Naugaon, Off Delhi Mumbai 3 BHK, Farm House is available for Sale in Naugaon, Alwar for 1.1 Crore(s)"
medium,"Its a brand new property in Naugaon Alwar Well connecter to Mumbai Express Highway, Just 130 Hours d 2 BHK, Farm House is available for Sale in Naugaon, Alwar for 1.2 Crore(s)"
medium,"Very beautiful farm house land sorrounded by aravali mountains and good investment for money 9 Bigha Farm House is available for Sale in Vijay Mandir Road, Alwar for 2.5 Crore(s)"
medium,"3 BHK, Farm House is available for Sale in , Alwar for 56.0 Lac(s) 3 BHK, Farm House is available for Sale in , Alwar for 56.0 Lac(s)"
low,"4 BHK, Farm House is available for Sale in , Alwar for 1.5 Crore(s) 4 BHK, Farm House is available for Sale in , Alwar for 1.5 Crore(s)"
medium,"Situated in one of the greenest belts of HaryanaRajasthan DelhiMumbai Expressways, in the quaint lit 2 BHK, Farm House is available for Sale in Naugaon, Alwar for 60.0 Lac(s)"
low,"720 Sq-yrd Farm House is available for Sale in Chheharta, Amritsar for 1.2 Crore(s) 720 Sq-yrd Farm House is available for Sale in Chheharta, Amritsar for 1.2 Crore(s)"
medium,"10 BHK, Farm House is available for Sale in Fatehgarh Churian Road, Amritsar for 4.0 Crore(s) 10 BHK, Farm House is available for Sale in Fatehgarh Churian Road, Amritsar for 4.0 Crore(s)"
medium,"Farm house 5 Star for sale  8 bungalow with separate Garden 1 bungalow Like palace having swimming p > 10 BHK, Farm House is available for Sale in Petlad, Anand for 40.0 Crore(s)"
medium,"Farm house fully developed will lots of ameneties such as pool garden badminton court gazebo play ar 4 BHK, Farm House is available for Sale in , Anand for 2.5 Crore(s)"
high,"Avillion Farms is a managed farmland associated with Avillion Infrastructure and a project by Ranka  3 BHK, Farm House is available for Sale in Settarahally, Bangalore for 4.5 Crore(s)"
high,"Kadamba is an eco-friendly residential project that is designed to offer a nature-inspired lifestyle 2 BHK, Farm House is available for Sale in Nandi Hills, Bangalore for 1.9 Crore(s)"
medium,"This is a fully clear agricultural property situated just 3.5 kms from the new Bangalore Chennai exp > 10 BHK, Farm House is available for Sale in Kalkunte Agrahara, Bangalore for 1.2 Crore(s)"
high,"Escape the hustle and bustle of the city for a peaceful countryside getaway. This charming one bedro 1 BHK, Farm House is available for Sale in Yelahanka, Bangalore for 1.3 Crore(s)"
low,"  Farm House is available for Sale in Mysore Road, Bangalore for 4.5 Crore(s)   Farm House is available for Sale in Mysore Road, Bangalore for 4.5 Crore(s)"
low,"1 BHK, Farm House is available for Sale in , Bangalore for 6.5 Crore(s) 1 BHK, Farm House is available for Sale in , Bangalore for 6.5 Crore(s)"
low,"1200 Sq-ft Farm House is available for Sale in Industrial Layout, Bangalore for 2.0 Crore(s) 1200 Sq-ft Farm House is available for Sale in Industrial Layout, Bangalore for 2.0 Crore(s)"
low,"> 10 BHK, Farm House is available for Sale in Chagalahatti, Bangalore for 1.6 Crore(s) > 10 BHK, Farm House is available for Sale in Chagalahatti, Bangalore for 1.6 Crore(s)"
medium,"2 BHK, Farm House is available for Sale in Gowdahalli, Bangalore for 6.0 Crore(s) 2 BHK, Farm House is available for Sale in Gowdahalli, Bangalore for 6.0 Crore(s)"
high,"A Beautiful luxury farm house plot available for sale spread in 23 acre of land pristine beauty wher 1 BHK, Farm House is available for Sale in Doddaballapura, Bangalore for 1.4 Crore(s)"
low,"1 BHK, Farm House is available for Sale in Devanahalli, Bangalore for 2.6 Crore(s) 1 BHK, Farm House is available for Sale in Devanahalli, Bangalore for 2.6 Crore(s)"
medium,"4 BHK, Farm House is available for Sale in Kaggalipura, Bangalore for 4.0 Crore(s) 4 BHK, Farm House is available for Sale in Kaggalipura, Bangalore for 4.0 Crore(s)"
low," Prime facilities are easily accessible from this place with Sicicon City Public School (1 km ). Oth 3 Acre Farm House is available for Sale in Aavalahalli, Bangalore for 3.7 Crore(s)"
low,"  Farm House is available for Sale in Sarjapur Road, Bangalore for 25.0 Crore(s)   Farm House is available for Sale in Sarjapur Road, Bangalore for 25.0 Crore(s)"
medium,"A farm house is available for rent. It has covered area of 999999 sqft, it is a good location. Pleas 2 BHK, Farm House is available for Sale in Kethohalli, Bangalore for 8.0 Crore(s)"
medium,"Presenting a splendid 4 BHK farmhouse for sale in the picturesque Yantaganahalli, Bangalore. This ex 4 BHK, Farm House is available for Sale in Yantaganahalli, Bangalore for 10.0 Crore(s)"
medium,"Ekhata property surrounded by greenery, 60ft from the main road, 2 entrances to the property,  fully 4 BHK, Farm House is available for Sale in Kalyan Nagar, Bangalore for 8.0 Crore(s)"
low,"12000 Sq-ft Farm House is available for Sale in Magadi Main Road, Bangalore for 2.0 Crore(s) 12000 Sq-ft Farm House is available for Sale in Magadi Main Road, Bangalore for 2.0 Crore(s)"
medium,"3 BHK, Farm House is available for Sale in , Bangalore for 95.0 Lac(s) 3 BHK, Farm House is available for Sale in , Bangalore for 95.0 Lac(s)"
medium,"  Farm House faces East direction & is made upto 3 floor. The Farm House offers an unmatched view of 6 BHK, Farm House is available for Sale in Srinivasa Nagar Hosakerehalli, Bangalore for 2.0 Crore(s)"
medium,"Excellent Sandalwood Plantation Farmland Opportunity in Andhra Pradesh. This property is a perfect b 1 BHK, Farm House is available for Sale in Hebbal, Bangalore for 1.3 Crore(s)"
high,"East facing farm land with jogging track and mango orchard with 25 year old yielding trees. 1 BHK, Farm House is available for Sale in Sarjapura, Bangalore for 25.0 Crore(s)"
medium,"1 BHK, Farm House is available for Sale in , Bangalore for 60.0 Lac(s) 1 BHK, Farm House is available for Sale in , Bangalore for 60.0 Lac(s)"
low,"1 BHK, Farm House is available for Sale in Chikkaballapur, Bangalore for 12.0 Crore(s) 1 BHK, Farm House is available for Sale in Chikkaballapur, Bangalore for 12.0 Crore(s)"
low,"3 BHK, Farm House is available for Sale in Attibele, Bangalore for 2.9 Crore(s) 3 BHK, Farm House is available for Sale in Attibele, Bangalore for 2.9 Crore(s)"
medium,"  Farm House is available for Sale in Devanahalli, Bangalore for 36.0 Lac(s)   Farm House is available for Sale in Devanahalli, Bangalore for 36.0 Lac(s)"
medium,"....................................................... 1 BHK, Farm House is available for Sale in Hoskote, Bangalore for 6.0 Crore(s)"
medium,"Small farm hose, very near to city, on the Mai. road beautiful house 2 BHK, Farm House is available for Sale in Ramamurthy Nagar, Bangalore for 1.5 Crore(s)"
low,"3 BHK, Farm House is available for Sale in , Bangalore for 85.0 Lac(s) 3 BHK, Farm House is available for Sale in , Bangalore for 85.0 Lac(s)"
medium,"Farm house is available for sale. It covered area of 1200 sq-ft, it is a good location. Please conta 2 BHK, Farm House is available for Sale in Doddaballapura, Bangalore for 65.0 Lac(s)"
low,"  Farm House is available for Sale in Civil Lines, Bareilly    Farm House is available for Sale in Civil Lines, Bareilly "
low,"  Farm House is available for Sale in Kargaina, Bareilly    Farm House is available for Sale in Kargaina, Bareilly "
low,"1 BHK, Farm House is available for Sale in , Belgaum for 75.0 Lac(s) 1 BHK, Farm House is available for Sale in , Belgaum for 75.0 Lac(s)"
low,"  Farm House is available for Sale in Karjat, Beyond Thane for 3.5 Crore(s)   Farm House is available for Sale in Karjat, Beyond Thane for 3.5 Crore(s)"
medium,"3 BHK, Farm House is available for Sale in Karjat, Beyond Thane for 1.6 Crore(s) 3 BHK, Farm House is available for Sale in Karjat, Beyond Thane for 1.6 Crore(s)"
medium," This spacious Farm House was constructed approx. 10 to 15 years years back.    Farm House is available for Sale in Neral Badlapur Road, Beyond Thane for 25.0 Crore(s)"
medium,"4 BHK, Farm House is available for Sale in Badlapur, Beyond Thane for 2.6 Crore(s) 4 BHK, Farm House is available for Sale in Badlapur, Beyond Thane for 2.6 Crore(s)"
low,"  Farm House is available for Sale in Karjat, Beyond Thane for 2.2 Crore(s)   Farm House is available for Sale in Karjat, Beyond Thane for 2.2 Crore(s)"
low,"  Farm House is available for Sale in Shahapur, Beyond Thane for 12.0 Crore(s)   Farm House is available for Sale in Shahapur, Beyond Thane for 12.0 Crore(s)"
low,"  Farm House is available for Sale in Badlapur, Beyond Thane for 1.4 Crore(s)   Farm House is available for Sale in Badlapur, Beyond Thane for 1.4 Crore(s)"
low,"  Farm House is available for Sale in Murbad, Beyond Thane for 43.0 Lac(s)   Farm House is available for Sale in Murbad, Beyond Thane for 43.0 Lac(s)"
medium,"So here comes your dream farmhouse. Located in Neral, Thane a marvellous 3 BHK farmhouse is accessib 1 BHK, Farm House is available for Sale in Neral, Beyond Thane for 75.0 Lac(s)"
low,"Ideal property, if you are looking for a farm land for liesure and pleasure with more than 100 fruit 66 Sq-ft Farm House is available for Sale in Vangani, Beyond Thane for 2.5 Crore(s)"
medium,"A farm house is available for sale. It has covered area of 3000 sqft, it is a good location. Please  6 BHK, Farm House is available for Sale in Vangani, Beyond Thane for 90.0 Lac(s)"
low,"  Farm House is available for Sale in Shahapur, Beyond Thane for 11.0 Crore(s)   Farm House is available for Sale in Shahapur, Beyond Thane for 11.0 Crore(s)"
low,"  Farm House is available for Sale in Ambernath, Beyond Thane for 1.6 Crore(s)   Farm House is available for Sale in Ambernath, Beyond Thane for 1.6 Crore(s)"
medium,"3 BHK, Farm House is available for Sale in Jagadishpur, Bhagalpur for 9.0 Lac(s) 3 BHK, Farm House is available for Sale in Jagadishpur, Bhagalpur for 9.0 Lac(s)"
medium,"Full Oxygen Zone with more than 1.5 lakh trees in campus 2 BHK, Farm House is available for Sale in Smriti Nagar, BHILAI for 22.0 Lac(s)"
low,"  Farm House is available for Sale in , Bhilwara for 3.5 Crore(s)   Farm House is available for Sale in , Bhilwara for 3.5 Crore(s)"
medium,"............................................................................................... 1 BHK, Farm House is available for Sale in Berasia, Bhopal for 14.90 Lac(s)"
medium,"behind LNCT college 1 BHK, Farm House is available for Sale in Raisen Road, Bhopal for 1.0 Crore(s)"
medium,"We will construct your dream farmhouse, or if you want, we will customise the house according to you 1 BHK, Farm House is available for Sale in Raisen Road, Bhopal for 65.0 Lac(s)"
medium,"Commercial farm land is available for sale in Kolar Road, Bhopal of an area of 11000 sq.ft. The comm 4 BHK, Farm House is available for Sale in Kolar Road, Bhopal for 88.0 Lac(s)"
medium,"Discover your dream retreat with this stunning 3 BHK farmhouse for sale in Bhopal, Madhya Pradesh, n 3 BHK, Farm House is available for Sale in Neelbad, Bhopal for 37.50 Lac(s)"
medium,"1 BHK, Farm House is available for Sale in Hoshangabad Road, Bhopal for 75.0 Lac(s) 1 BHK, Farm House is available for Sale in Hoshangabad Road, Bhopal for 75.0 Lac(s)"
medium,"4 BHK, Farm House is available for Sale in Phanda Kala, Bhopal for 55.0 Lac(s) 4 BHK, Farm House is available for Sale in Phanda Kala, Bhopal for 55.0 Lac(s)"
medium,"1 BHK, Farm House is available for Sale in Ayodhya Bypass, Bhopal for 62.0 Lac(s) 1 BHK, Farm House is available for Sale in Ayodhya Bypass, Bhopal for 62.0 Lac(s)"
low,"11000 Sq-ft Farm House is available for Sale in Mendori, Bhopal for 35.0 Lac(s) 11000 Sq-ft Farm House is available for Sale in Mendori, Bhopal for 35.0 Lac(s)"
low,"1 BHK, Farm House is available for Sale in , Bhopal for 17.50 Lac(s) 1 BHK, Farm House is available for Sale in , Bhopal for 17.50 Lac(s)"
medium,"1 BHK, Farm House is available for Sale in Neelbad, Bhopal for 60.0 Lac(s) 1 BHK, Farm House is available for Sale in Neelbad, Bhopal for 60.0 Lac(s)"
medium,"1 BHK, Farm House is available for Sale in , Bhopal for 65.0 Lac(s) 1 BHK, Farm House is available for Sale in , Bhopal for 65.0 Lac(s)"
medium,"1 BHK, Farm House is available for Sale in Airport Road, Bhopal for 2.0 Crore(s) 1 BHK, Farm House is available for Sale in Airport Road, Bhopal for 2.0 Crore(s)"
low,"East Facing  multiple size Farm House are available for Sale just beside Yashoda motors Hero Honda S 6 BHK, Farm House is available for Sale in Sukhi Sewania, Bhopal for 15.0 Lac(s)"
medium,"The property is located at the buzz location of Kolar road, bhopal. Only a kilometer from the main r > 10 BHK, Farm House is available for Sale in , Bhopal for 2.2 Crore(s)"
low,"  Farm House is available for Sale in Idgah Hills, Bhopal for 16.50 Lac(s)   Farm House is available for Sale in Idgah Hills, Bhopal for 16.50 Lac(s)"
medium,"very good location and developed farm house 1 BHK, Farm House is available for Sale in Phanda Kala, Bhopal for 15.0 Lac(s)"
medium,"2 BHK, Farm House is available for Sale in Phanda Kala, Bhopal for 90.0 Lac(s) 2 BHK, Farm House is available for Sale in Phanda Kala, Bhopal for 90.0 Lac(s)"
medium,"All Facilities are available 1 BHK, Farm House is available for Sale in Barkheda, Bhopal for 17.50 Lac(s)"
medium,"1 BHK, Farm House is available for Sale in Ratibad, Bhopal for 26.0 Lac(s) 1 BHK, Farm House is available for Sale in Ratibad, Bhopal for 26.0 Lac(s)"
medium,"4 BHK, Farm House is available for Sale in , Bhopal for 70.0 Lac(s) 4 BHK, Farm House is available for Sale in , Bhopal for 70.0 Lac(s)"
medium,"Farmhouse at Aakriti Exotica CV60 2 BHK, Farm House is available for Sale in Phanda Kala, Bhopal for 90.0 Lac(s)"
low,"2 BHK, Farm House is available for Sale in Ayodhya Bypass, Bhopal for 21.0 Lac(s) 2 BHK, Farm House is available for Sale in Ayodhya Bypass, Bhopal for 21.0 Lac(s)"
low,"10000 Sq-ft Farm House is available for Sale in Patel nagar, Bhopal for 2.9 Crore(s) 10000 Sq-ft Farm House is available for Sale in Patel nagar, Bhopal for 2.9 Crore(s)"
low,"Jankidhaam city full deployment wonderful location cabord campus men rod arcc neelbad bhopal 11000 Sq-ft Farm House is available for Sale in Mendori, Bhopal for 35.0 Lac(s)"
low,"1 BHK, Farm House is available for Sale in Vidisha Road, Bhopal for 35.0 Lac(s) 1 BHK, Farm House is available for Sale in Vidisha Road, Bhopal for 35.0 Lac(s)"
medium,"2 BHK, Farm House is available for Sale in Ratibad, Bhopal for 75.0 Lac(s) 2 BHK, Farm House is available for Sale in Ratibad, Bhopal for 75.0 Lac(s)"
medium,"This 2 acre Land is adjoining one of the best residential project.Suitable for School, college, Hosp 1 BHK, Farm House is available for Sale in Katara Hills, Bhopal for 4.9 Crore(s)"
medium,"1 BHK, Farm House is available for Sale in Barkheri Khurd, Bhopal for 6.50 Lac(s) 1 BHK, Farm House is available for Sale in Barkheri Khurd, Bhopal for 6.50 Lac(s)"
low,"  Farm House is available for Sale in Hoshangabad Road, Bhopal for 2.0 Crore(s)   Farm House is available for Sale in Hoshangabad Road, Bhopal for 2.0 Crore(s)"
high,"This Farm house is available at begunia , Khordha.  in these farm house Mango garden, Banana Garden, 2 BHK, Farm House is available for Sale in Khordha, Bhubaneswar for 5.0 Crore(s)"
medium,"18 Acres of Fully Developed Farm House, 20 fish  pond including all amenities. Property is bounded w 3 BHK, Farm House is available for Sale in , Bhubaneswar for 3.5 Crore(s)"
medium,"A fully furnished beautiful vacation house made to improve your weekend life so pleasurable includin 1 BHK, Farm House is available for Sale in Jatani, Bhubaneswar for 28.0 Lac(s)"
low,"1 BHK, Farm House is available for Sale in , Bhubaneswar  1 BHK, Farm House is available for Sale in , Bhubaneswar "
low,"5 BHK, Farm House is available for Sale in , Bikaner for 1.1 Crore(s) 5 BHK, Farm House is available for Sale in , Bikaner for 1.1 Crore(s)"
medium,"land  on highway distence from bikaner 6 km 6 BHK, Farm House is available for Sale in Jaipur Road, Bikaner "
medium,"  Farm House is available for Sale in Khurja, Bulandshahr for 2.0 Crore(s)   Farm House is available for Sale in Khurja, Bulandshahr for 2.0 Crore(s)"
low,"  Farm House is available for Sale in Khurja, Bulandshahr for 3.5 Crore(s)   Farm House is available for Sale in Khurja, Bulandshahr for 3.5 Crore(s)"
low,"2 BHK, Farm House is available for Sale in , Chandigarh for 3.0 Crore(s) 2 BHK, Farm House is available for Sale in , Chandigarh for 3.0 Crore(s)"
low,"2 BHK, Farm House is available for Sale in Naya Gaon, Chandigarh for 1.0 Crore(s) 2 BHK, Farm House is available for Sale in Naya Gaon, Chandigarh for 1.0 Crore(s)"
medium,"Discover the epitome of luxury living with this stunning 5 BHK villa, nestled on a sprawling 3-acre  5 BHK, Farm House is available for Sale in Somangalam, Chennai for 24.0 Crore(s)"
medium,"Embrace the serene lifestyle and natural beauty of this enchanting 3 BHK farmhouse for sale on Perum 3 BHK, Farm House is available for Sale in Perumbakkam Main Road, Chennai for 19.0 Lac(s)"
medium,"1 BHK, Farm House is available for Sale in Periyapalayam, Chennai for 30.0 Lac(s) 1 BHK, Farm House is available for Sale in Periyapalayam, Chennai for 30.0 Lac(s)"
medium,"4 BHK, Farm House is available for Sale in Maduranthakam, Chennai for 18.0 Lac(s) 4 BHK, Farm House is available for Sale in Maduranthakam, Chennai for 18.0 Lac(s)"
medium,"Farm House is available for sale. Divided into 2 main units, the front unit is a bedroom cum study w 3 BHK, Farm House is available for Sale in Kadapakkam, Chennai for 4.2 Crore(s)"
low,"A farm house is available for sale. It is a good location. Please contact for more details. 1 BHK, Farm House is available for Sale in Athur Chengalpattu, Chennai for 75.0 Lac(s)"
low,"10028 Sq-ft Farm House is available for Sale in East Coast Road, Chennai for 17.47 Lac(s) 10028 Sq-ft Farm House is available for Sale in East Coast Road, Chennai for 17.47 Lac(s)"
low,"4 BHK, Farm House is available for Sale in , Chennai for 40.0 Lac(s) 4 BHK, Farm House is available for Sale in , Chennai for 40.0 Lac(s)"
medium,"Fair property developers in BREEZE WAY Coconut Grove ECR VennangupattuCoconut farm land for sale 1 U 1 BHK, Farm House is available for Sale in , Chennai for 22.0 Lac(s)"
medium,"ecr coconut grove resort type farm land  at ecr venagupattu well developed coconut groves and alread 1 BHK, Farm House is available for Sale in , Chennai for 22.0 Lac(s)"
low,"1 BHK, Farm House is available for Sale in Sowcarpet, Chennai  1 BHK, Farm House is available for Sale in Sowcarpet, Chennai "
low,"  Farm House is available for Sale in Avadi, Chennai    Farm House is available for Sale in Avadi, Chennai "
low,"  Farm House is available for Sale in Perumal Nagar Old Pallavaram, Chennai    Farm House is available for Sale in Perumal Nagar Old Pallavaram, Chennai "
low,"  Farm House is available for Sale in Ponneri, Chennai    Farm House is available for Sale in Ponneri, Chennai "
medium,"Farm Details Organically        Maintained farm. Its 30 cents in total2 plots of 15 cents each, 1306 1 BHK, Farm House is available for Sale in Thondamuthur, Coimbatore for 1.6 Crore(s)"
high,"30 Feet Road with street lights and water tanks, Complete Transport facilty , Good greenery Environm 3 BHK, Farm House is available for Sale in Sirumugai, Coimbatore for 43.0 Lac(s)"
medium,"  Farm House is available for Sale in Chettipalayam, Coimbatore for 2.8 Crore(s)   Farm House is available for Sale in Chettipalayam, Coimbatore for 2.8 Crore(s)"
low,"1 BHK, Farm House is available for Sale in Kinathukadavu, Coimbatore for 43.75 Lac(s) 1 BHK, Farm House is available for Sale in Kinathukadavu, Coimbatore for 43.75 Lac(s)"
low,"  Farm House is available for Sale in Edayarpalayam, Coimbatore for 15.0 Crore(s)   Farm House is available for Sale in Edayarpalayam, Coimbatore for 15.0 Crore(s)"
low,"  Farm House is available for Sale in Kinathukadavu, Coimbatore for 5.0 Crore(s)   Farm House is available for Sale in Kinathukadavu, Coimbatore for 5.0 Crore(s)"
medium,"Very good agriculture land with water source and black soil east facing land good for investment and 1 BHK, Farm House is available for Sale in Sirumugai, Coimbatore for 50.0 Lac(s)"
medium,"3 BHK, Farm House is available for Sale in Madampatti, Coimbatore for 3.0 Crore(s) 3 BHK, Farm House is available for Sale in Madampatti, Coimbatore for 3.0 Crore(s)"
low,"1 BHK, Farm House is available for Sale in Thondamuthur, Coimbatore for 1.0 Crore(s) 1 BHK, Farm House is available for Sale in Thondamuthur, Coimbatore for 1.0 Crore(s)"
medium,"Near SBI bank and backside to old LG achool and close to butterfly park 6 BHK, Farm House is available for Sale in Vellalore, Coimbatore for 2.7 Crore(s)"
low,"2 BHK, Farm House is available for Sale in Nachipalayam, Coimbatore for 2.75 Lac(s) 2 BHK, Farm House is available for Sale in Nachipalayam, Coimbatore for 2.75 Lac(s)"
medium,"Total area  60 cents agricultural land Sq ft  Farmhouse 700 Sq ft Facing  East Width of facing road  1 BHK, Farm House is available for Sale in Pooluvapatti, Coimbatore for 1.5 Crore(s)"
medium,"Excellent fertile red soil.Plenty of Borewell water.Thar Road facing.EB facility.Fencing with gate.R 1 BHK, Farm House is available for Sale in Pooluvapatti, Coimbatore for 2.6 Crore(s)"
low,"2 BHK, Farm House is available for Sale in , Coimbatore for 6.0 Crore(s) 2 BHK, Farm House is available for Sale in , Coimbatore for 6.0 Crore(s)"
medium,"4 BHK, Farm House is available for Sale in Kinathukadavu, Coimbatore for 80.0 Lac(s) 4 BHK, Farm House is available for Sale in Kinathukadavu, Coimbatore for 80.0 Lac(s)"
medium,"1 BHK, Farm House is available for Sale in Nadupalayam, Coimbatore for 85.0 Lac(s) 1 BHK, Farm House is available for Sale in Nadupalayam, Coimbatore for 85.0 Lac(s)"
low,"  Farm House is available for Sale in Madampatti, Coimbatore    Farm House is available for Sale in Madampatti, Coimbatore "
low,"> 10 BHK, Farm House is available for Sale in , Coimbatore  > 10 BHK, Farm House is available for Sale in , Coimbatore "
medium,"1 BHK, Farm House is available for Sale in Thondamuthur, Coimbatore for 1.6 Crore(s) 1 BHK, Farm House is available for Sale in Thondamuthur, Coimbatore for 1.6 Crore(s)"
high,"30 Feet Road with street lights and water tanks, Complete Transport facilty , Good greenery Environm 3 BHK, Farm House is available for Sale in Sirumugai, Coimbatore for 47.50 Lac(s)"
low,"6 BHK, Farm House is available for Sale in Vellalore, Coimbatore for 2.7 Crore(s) 6 BHK, Farm House is available for Sale in Vellalore, Coimbatore for 2.7 Crore(s)"
