cScore,merged_col
low,"5 Acre Agricultural Land is available for Sale in Kopargaon, Ahmadnagar for 2.5 Crore(s) 5 Acre Agricultural Land is available for Sale in Kopargaon, Ahmadnagar for 2.5 Crore(s)"
medium,"22 Guntha Agricultural Land is available for Sale in Shingave Naik, Ahmadnagar for 1.0 Crore(s) 22 Guntha Agricultural Land is available for Sale in Shingave Naik, Ahmadnagar for 1.0 Crore(s)"
low,"1 Guntha Agricultural Land is available for Sale in Wadgaon Gupta, Ahmadnagar for 15.0 Lac(s) 1 Guntha Agricultural Land is available for Sale in Wadgaon Gupta, Ahmadnagar for 15.0 Lac(s)"
low,"5 Acre Agricultural Land is available for Sale in Burhan Nagar, Ahmadnagar for 34.0 Crore(s) 5 Acre Agricultural Land is available for Sale in Burhan Nagar, Ahmadnagar for 34.0 Crore(s)"
low,"4 Acre Agricultural Land is available for Sale in Newasa, Ahmadnagar for 1.0 Crore(s) 4 Acre Agricultural Land is available for Sale in Newasa, Ahmadnagar for 1.0 Crore(s)"
low,"70 Acre Agricultural Land is available for Sale in Shevgaon, Ahmadnagar for 14.0 Crore(s) 70 Acre Agricultural Land is available for Sale in Shevgaon, Ahmadnagar for 14.0 Crore(s)"
low,"3 Acre Agricultural Land is available for Sale in Parner, Ahmadnagar for 40.0 Lac(s) 3 Acre Agricultural Land is available for Sale in Parner, Ahmadnagar for 40.0 Lac(s)"
medium,"3 Acres Farm Land 120 Guntha  with Enough water availability  2 wells in Farm with Water canal Besid 3 Acre Agricultural Land is available for Sale in Rahuri, Ahmadnagar "
low," Ideal property, if you are looking to make a good business investment. Available here is a Agricult 12100 Sq-yrd Agricultural Land is available for Sale in , Ahmadnagar "
high,"This is a prime agricultural land opportunity located in Bhayla, offering a total area of 8 vigha. T 22752 Sq-yrd Agricultural Land is available for Sale in Bhayala, Ahmedabad for 12.0 Crore(s)"
medium,"Unlock the potential of your dreams with this prime agricultural land for sale in Viramgam, Ahmedaba 5 Bigha Agricultural Land is available for Sale in Viramgam, Ahmedabad for 5.0 Crore(s)"
medium,"Situated in the peaceful area of Nalsarovar, Ahmedabad, this agricultural land presents a prime oppo 161463 Sq-ft Agricultural Land is available for Sale in Nalsarovar, Ahmedabad for 3.0 Crore(s)"
medium,"This 90,000 sq. yards of agricultural land is located around Bavla is now available for sale, offeri 100000 Sq-yrd Agricultural Land is available for Sale in Bavla, Ahmedabad for 20.0 Crore(s)"
medium,"Unlock the potential of rural living with this expansive Agricultural Land for Sale in Jagatpur, Ahm 21780 Sq-ft Agricultural Land is available for Sale in Jagatpur, Ahmedabad for 14.0 Crore(s)"
high,"A 2662 agricltrul land is available on sell in shilaj . plot is surrouned by rcc wall , it is in TP  2662 Sq-yrd Agricultural Land is available for Sale in Shilaj, Ahmedabad for 15.0 Crore(s)"
high,"Agricultural land is available for sale. It is a good location property. Please contact for more det 6000 Sq-yrd Agricultural Land is available for Sale in Moti Devati, Ahmedabad for 3.5 Crore(s)"
medium,"Available 4425 sq yard agriculture land for sale in Ranchhodpura, located near Bhadaj Super City and 4425 Sq-yrd Agricultural Land is available for Sale in Ranchhodpura, Ahmedabad for 18.5 Crore(s)"
medium,"prime location indevidual corporate plot for sell near empire business hub science city road sola ah 574 Sq-yrd Agricultural Land is available for Sale in Science City, Ahmedabad for 11.4 Crore(s)"
high,"agriculture land available for sale in telav village  best for investment 5740 Sq-yrd Agricultural Land is available for Sale in Telav, Ahmedabad for 12.0 Crore(s)"
medium," Corner location makes this Agricultural Land a great choice.  40 Bigha Agricultural Land is available for Sale in Sarkhej Gandhinagar Highway, Ahmedabad for 15.0 Crore(s)"
high,"26.54 BighaAgriculture LandBest for industry and investment Juni Sharat Approach Road Touch 27 Bigha Agricultural Land is available for Sale in Dholka, Ahmedabad for 10.8 Crore(s)"
high,"Agriculture Land For Sale in Sanand Nalsarovar, To visit such type of property to contact real estat 350 Bigha Agricultural Land is available for Sale in Nalsarovar, Ahmedabad for 10.5 Crore(s)"
high,"10 vigha Agriculture land for sell nr medha thol, nr. suramya reposefor more details Contact Us. 10 Bigha Agricultural Land is available for Sale in Sanand, Ahmedabad for 9.5 Crore(s)"
medium,"2500 sq.yd individual na plot is available for sale,The location is very premium,Feel free to contac 2500 Sq-yrd Agricultural Land is available for Sale in Sindhu Bhavan Marg, Ahmedabad for 50.0 Crore(s)"
medium,"12925 Sq-m Agricultural Land is available for Sale in Dholka, Ahmedabad for 2.2 Crore(s) 12925 Sq-m Agricultural Land is available for Sale in Dholka, Ahmedabad for 2.2 Crore(s)"
low,"15000 Sq-yrd Agricultural Land is available for Sale in Jetalpur, Ahmedabad for 12.0 Crore(s) 15000 Sq-yrd Agricultural Land is available for Sale in Jetalpur, Ahmedabad for 12.0 Crore(s)"
low,"15000 Sq-yrd Agricultural Land is available for Sale in Jetalpur, Ahmedabad for 12.0 Crore(s) 15000 Sq-yrd Agricultural Land is available for Sale in Jetalpur, Ahmedabad for 12.0 Crore(s)"
low,"16 Bigha Agricultural Land is available for Sale in Daskroi, Ahmedabad for 8.0 Crore(s) 16 Bigha Agricultural Land is available for Sale in Daskroi, Ahmedabad for 8.0 Crore(s)"
medium,"200 Bigha Agricultural Land is available for Sale in Vasna Chacharavadi, Ahmedabad for 9.0 Lac(s) 200 Bigha Agricultural Land is available for Sale in Vasna Chacharavadi, Ahmedabad for 9.0 Lac(s)"
medium,"270 Sq-yrd Agricultural Land is available for Sale in South Bopal, Ahmedabad for 2.3 Crore(s) 270 Sq-yrd Agricultural Land is available for Sale in South Bopal, Ahmedabad for 2.3 Crore(s)"
medium,"R3 zone aggricultor land in tp 5000 Sq-yrd Agricultural Land is available for Sale in Sentossa Greenland, Ahmedabad for 22.0 Crore(s)"
medium,"40 guntha agriculture land you may devlop for farm house. in jhaloda, near thol. price 1.21cr/vigha 40 Guntha Agricultural Land is available for Sale in , Ahmedabad for 1.3 Crore(s)"
medium,"4000 Sq-yrd Agricultural Land is available for Sale in Chaloda, Ahmedabad for 60.0 Lac(s) 4000 Sq-yrd Agricultural Land is available for Sale in Chaloda, Ahmedabad for 60.0 Lac(s)"
medium,"47 Bigha Agricultural Land is available for Sale in Dhandhuka, Ahmedabad for 2.3 Crore(s) 47 Bigha Agricultural Land is available for Sale in Dhandhuka, Ahmedabad for 2.3 Crore(s)"
low,"1 Acre Agricultural Land is available for Sale in Viramgam, Ahmedabad for 80.0 Lac(s) 1 Acre Agricultural Land is available for Sale in Viramgam, Ahmedabad for 80.0 Lac(s)"
low,"19000 Sq-m Agricultural Land is available for Sale in Dholka, Ahmedabad for 4.0 Crore(s) 19000 Sq-m Agricultural Land is available for Sale in Dholka, Ahmedabad for 4.0 Crore(s)"
low,"70581 Sq-ft Agricultural Land is available for Sale in Rampura, Ahmedabad for 75.0 Lac(s) 70581 Sq-ft Agricultural Land is available for Sale in Rampura, Ahmedabad for 75.0 Lac(s)"
medium,"india biggest mega food park Gundanapara bavla Ahmedabad 42500 Sq-yrd Agricultural Land is available for Sale in Bagodara Road, Ahmedabad for 5.0 Crore(s)"
low,"4 Bigha Agricultural Land is available for Sale in Viramgam, Ahmedabad for 4.5 Crore(s) 4 Bigha Agricultural Land is available for Sale in Viramgam, Ahmedabad for 4.5 Crore(s)"
low,"11 Bigha Agricultural Land is available for Sale in Dhandhuka, Ahmedabad for 5.0 Crore(s) 11 Bigha Agricultural Land is available for Sale in Dhandhuka, Ahmedabad for 5.0 Crore(s)"
low,"12 Bigha Agricultural Land is available for Sale in Dholka, Ahmedabad for 12.0 Crore(s) 12 Bigha Agricultural Land is available for Sale in Dholka, Ahmedabad for 12.0 Crore(s)"
medium,"devdholera bavla agricultural land 6 Bigha Agricultural Land is available for Sale in Devdholera, Ahmedabad for 1.3 Crore(s)"
medium,"road side paultry farm with electricity and water availability 3 Bigha Agricultural Land is available for Sale in Dholka, Ahmedabad for 1.8 Crore(s)"
medium,"This Agricultural Land is meant for the purpose of Sale in Kanij, Kheda. The setting of the property 8 Bigha Agricultural Land is available for Sale in Barejadi, Ahmedabad for 3.3 Crore(s)"
medium," Ideal property, if you are looking to make a good business investment. Available here is a Agricult 3 Bigha Agricultural Land is available for Sale in Nalsarovar, Ahmedabad for 3.6 Crore(s)"
low,"4500 Sq-m Agricultural Land is available for Sale in Kadi Road, Ahmedabad for 2.2 Crore(s) 4500 Sq-m Agricultural Land is available for Sale in Kadi Road, Ahmedabad for 2.2 Crore(s)"
medium,"Agricultural land is available for sale. It has plot area of 8 bigha, it is a good location property 8 Bigha Agricultural Land is available for Sale in Bavla, Ahmedabad for 2.8 Crore(s)"
low,"15 Bigha Agricultural Land is available for Sale in Dholera, Ahmedabad for 1.2 Crore(s) 15 Bigha Agricultural Land is available for Sale in Dholera, Ahmedabad for 1.2 Crore(s)"
low,"3 Bigha Agricultural Land is available for Sale in Dholka, Ahmedabad for 30.0 Lac(s) 3 Bigha Agricultural Land is available for Sale in Dholka, Ahmedabad for 30.0 Lac(s)"
low,"4 Bigha Agricultural Land is available for Sale in Kanbha, Ahmedabad for 9.6 Crore(s) 4 Bigha Agricultural Land is available for Sale in Kanbha, Ahmedabad for 9.6 Crore(s)"
low,"9 Bigha Agricultural Land is available for Sale in Palli, Ahmedabad for 9.0 Crore(s) 9 Bigha Agricultural Land is available for Sale in Palli, Ahmedabad for 9.0 Crore(s)"
medium,"35000 Sq-yrd Agricultural Land is available for Sale in Viramgam, Ahmedabad for 10.5 Crore(s) 35000 Sq-yrd Agricultural Land is available for Sale in Viramgam, Ahmedabad for 10.5 Crore(s)"
medium,"North Facing fertile land with clear title and immediate posession 120200 Sq-ft Agricultural Land is available for Sale in , Ahmedabad for 50.0 Lac(s)"
low," Superb location, great for business purposes. A Agricultural Land available in Vitthalapur, Ahmedab 4 Bigha Agricultural Land is available for Sale in Vitthalapur, Ahmedabad for 76.0 Lac(s)"
medium,"13 Bigha Agricultural Land is available for Sale in Sanand, Ahmedabad for 24.0 Lac(s) 13 Bigha Agricultural Land is available for Sale in Sanand, Ahmedabad for 24.0 Lac(s)"
medium,"Agricultural land is available for sale. It has plot area of 126 Bigha, it is a good location proper 126 Bigha Agricultural Land is available for Sale in , Ahmedabad for 16.3 Crore(s)"
low,"17527 Sq-ft Agricultural Land is available for Sale in Sanand, Ahmedabad for 20.0 Crore(s) 17527 Sq-ft Agricultural Land is available for Sale in Sanand, Ahmedabad for 20.0 Crore(s)"
low,"1574 Sq-yrd Agricultural Land is available for Sale in Sardar Patel Ring Road, Ahmedabad for 9.4 Cro 1574 Sq-yrd Agricultural Land is available for Sale in Sardar Patel Ring Road, Ahmedabad for 9.4 Crore(s)"
medium,"26305 Sq-m Agricultural Land is available for Sale in Sanand, Ahmedabad for 6.0 Crore(s) 26305 Sq-m Agricultural Land is available for Sale in Sanand, Ahmedabad for 6.0 Crore(s)"
medium,"main highway touch che badha malik taiyar che ready pusesan 202 Guntha Agricultural Land is available for Sale in Pasunj, Ahmedabad for 7.5 Crore(s)"
low,"4 Acre Agricultural Land is available for Sale in Dholera, Ahmedabad for 1.5 Crore(s) 4 Acre Agricultural Land is available for Sale in Dholera, Ahmedabad for 1.5 Crore(s)"
high,"18.5 bigha agricultural land having electric tafancing with 2 borwell water facility. In addition it 18 Bigha Agricultural Land is available for Sale in Kalikund, Ahmedabad for 30.5 Crore(s)"
low,"36 Bigha Agricultural Land is available for Sale in Detroj, Ahmedabad for 12.6 Crore(s) 36 Bigha Agricultural Land is available for Sale in Detroj, Ahmedabad for 12.6 Crore(s)"
medium,"AGRICULTURAL LAND AND MULTIPLE USAGE RESIDENTIAL SCHEME  FARM HOUSE  INVESTMENT. 200 MTR AWAY FROM M 4 Bigha Agricultural Land is available for Sale in Detroj, Ahmedabad for 85.0 Lac(s)"
low,"An excellent fertile Agricultural land is available for sale with full irrigation facilities.open la 33420 Sq-yrd Agricultural Land is available for Sale in Dholka, Ahmedabad for 17.0 Crore(s)"
low,"4000 Sq-m Agricultural Land is available for Sale in Kamod, Ahmedabad for 8.8 Crore(s) 4000 Sq-m Agricultural Land is available for Sale in Kamod, Ahmedabad for 8.8 Crore(s)"
low,"5 Bigha Agricultural Land is available for Sale in Dumana, Ahmedabad for 2.0 Crore(s) 5 Bigha Agricultural Land is available for Sale in Dumana, Ahmedabad for 2.0 Crore(s)"
low,"675 Bigha Agricultural Land is available for Sale in Viramgam, Ahmedabad for 4.7 Crore(s) 675 Bigha Agricultural Land is available for Sale in Viramgam, Ahmedabad for 4.7 Crore(s)"
low,"12 Bigha Agricultural Land is available for Sale in Sachana, Ahmedabad for 15.6 Crore(s) 12 Bigha Agricultural Land is available for Sale in Sachana, Ahmedabad for 15.6 Crore(s)"
medium,"5 Bigha Agricultural Land is available for Sale in Devdholera, Ahmedabad for 1.1 Crore(s) 5 Bigha Agricultural Land is available for Sale in Devdholera, Ahmedabad for 1.1 Crore(s)"
low,"8 Bigha Agricultural Land is available for Sale in Barejadi, Ahmedabad for 1.6 Crore(s) 8 Bigha Agricultural Land is available for Sale in Barejadi, Ahmedabad for 1.6 Crore(s)"
medium," Superb location, great for business purposes. A Agricultural Land available in Dholera Sir, Ahmedab 8 Bigha Agricultural Land is available for Sale in Dholera, Ahmedabad for 20.0 Lac(s)"
low,"8 Bigha Agricultural Land is available for Sale in Barejadi, Ahmedabad for 1.6 Crore(s) 8 Bigha Agricultural Land is available for Sale in Barejadi, Ahmedabad for 1.6 Crore(s)"
medium,"8 Vigha Land Available for Sell on Main Highway Touch From Ahmedabad to Malvan Road,.Boundray Wall m 23000 Sq-yrd Agricultural Land is available for Sale in Viramgam, Ahmedabad for 8.8 Crore(s)"
medium,"Check out this plot in dholera, ahmedabad south, an ideal destination to build your dream residence. 4848 Sq-yrd Agricultural Land is available for Sale in Dholera, Ahmedabad for 2.9 Crore(s)"
low,"9 Bigha Agricultural Land is available for Sale in Dholka, Ahmedabad  9 Bigha Agricultural Land is available for Sale in Dholka, Ahmedabad "
low,"40500 Sq-yrd Agricultural Land is available for Sale in Sarkhej Okaf, Ahmedabad  40500 Sq-yrd Agricultural Land is available for Sale in Sarkhej Okaf, Ahmedabad "
low,"5000 Sq-yrd Agricultural Land is available for Sale in Sanand, Ahmedabad  5000 Sq-yrd Agricultural Land is available for Sale in Sanand, Ahmedabad "
medium,"19 Guntha Agricultural Land is available for Sale in Kunvar, Ahmedabad  19 Guntha Agricultural Land is available for Sale in Kunvar, Ahmedabad "
low,"86 Bigha Agricultural Land is available for Sale in Fatehwadi, Ahmedabad  86 Bigha Agricultural Land is available for Sale in Fatehwadi, Ahmedabad "
low,"42 Bigha Agricultural Land is available for Sale in Dholka Bypass Road, Ahmedabad  42 Bigha Agricultural Land is available for Sale in Dholka Bypass Road, Ahmedabad "
low,"East facing on the road with wide frontage, fertile land, can take all types of crop especially padd 10 Hectare Agricultural Land is available for Sale in Sanand, Ahmedabad "
low,"10000 Sq-ft Agricultural Land is available for Sale in Manipur, Ahmedabad  10000 Sq-ft Agricultural Land is available for Sale in Manipur, Ahmedabad "
high,"This property offers a prime land parcel located in Gangad, perfect for both agricultural and potent 73944 Sq-yrd Agricultural Land is available for Sale in Gangad, Ahmedabad for 16.9 Crore(s)"
medium,"Available 4425 sq yard agriculture land for sale in Ranchhodpura, located near Super city township b 4425 Sq-yrd Agricultural Land is available for Sale in Ranchhodpura, Ahmedabad for 18.1 Crore(s)"
medium,"1200 Sq-yrd Agricultural Land is available for Sale in Lapkaman, Ahmedabad for 6.0 Crore(s) 1200 Sq-yrd Agricultural Land is available for Sale in Lapkaman, Ahmedabad for 6.0 Crore(s)"
medium,"sale : 18 bigha agriculture land,b/s.  shilpgram ploting schemeb/h.  gulmahor green golf clubsuitabl 30 Bigha Agricultural Land is available for Sale in Sanathal, Ahmedabad for 45.0 Crore(s)"
medium,"16 BighaAgriculture LandTitle Clear Kheti Kheti me JuniBest for investment Approach Road Touch 16 Bigha Agricultural Land is available for Sale in Bavla, Ahmedabad for 2.2 Crore(s)"
high,"Agriculture land for sell in Virochannagar, near Sanand, For queries and inquiries, contact a real e 13087 Sq-yrd Agricultural Land is available for Sale in Virochannagar, Ahmedabad for 5.0 Crore(s)"
medium,"3200 sq.yd final plot is available on sale near zaveri circle,TP 204The plot is with NA and with pos 3200 Sq-yrd Agricultural Land is available for Sale in Ambli, Ahmedabad for 44.8 Crore(s)"
medium,"Agricultural land is available for sale. It has plot area of 10 Bigha, it is a good location propert 10 Bigha Agricultural Land is available for Sale in Fangdi, Ahmedabad for 20.0 Crore(s)"
medium,"Land for sale in dholera is available in ahmedabad south. This locality resonates with your modern l 4218 Sq-yrd Agricultural Land is available for Sale in Dholera, Ahmedabad for 3.1 Crore(s)"
medium,"1200 sqaure yard residential plot. 1200 Sq-yrd Agricultural Land is available for Sale in Vaishnodevi Circle, Ahmedabad for 6.0 Crore(s)"
medium,"11 BighaAgiculture Land Moje BavlaTaluka Bavla Best for all purposeScheme, Plotting, Industry, Educa 11 Bigha Agricultural Land is available for Sale in Bavla, Ahmedabad for 14.8 Crore(s)"
high,"A Land for sell at prime location near Ahmedabad, Makhiyav, For queries and inquiries, contact a rea 25 Bigha Agricultural Land is available for Sale in Makhiyav, Ahmedabad for 25.0 Crore(s)"
medium,"8 Bigha Agricultural Land is available for Sale in Vinchhiya, Ahmedabad for 20.0 Crore(s) 8 Bigha Agricultural Land is available for Sale in Vinchhiya, Ahmedabad for 20.0 Crore(s)"
medium,"A lucrative opportunity is here for those who are planning to buy a land in the prominent areas of d 12090 Sq-yrd Agricultural Land is available for Sale in Dholera, Ahmedabad for 7.8 Crore(s)"
medium,"prime location residential plot for sell near gulmohar greens bunglows science city road sola ahmeda 367 Sq-yrd Agricultural Land is available for Sale in Science City, Ahmedabad for 4.7 Crore(s)"
medium,"17.63 BighaAgriculture LandTitle Clear 5 Year Payment Terms available35 percent payment for register 17 Bigha Agricultural Land is available for Sale in Gangad, Ahmedabad for 7.9 Crore(s)"
medium,"5 Bigha Agricultural Land is available for Sale in Pushkar, Ajmer for 50.0 Lac(s) 5 Bigha Agricultural Land is available for Sale in Pushkar, Ajmer for 50.0 Lac(s)"
medium,"5 Bigha Agricultural Land is available for Sale in Pushkar, Ajmer for 50.0 Lac(s) 5 Bigha Agricultural Land is available for Sale in Pushkar, Ajmer for 50.0 Lac(s)"
high,"little less than 1 bigha land available in gated approved society opposite MPS , Aryabhata college a 1500 Sq-yrd Agricultural Land is available for Sale in Chachiyawas, Ajmer for 99.99 Lac(s)"
low,"800 Sq-yrd Agricultural Land is available for Sale in Naka Madar Ajmer, Ajmer for 80.0 Lac(s) 800 Sq-yrd Agricultural Land is available for Sale in Naka Madar Ajmer, Ajmer for 80.0 Lac(s)"
low,"134 Sq-yrd Agricultural Land is available for Sale in Kotra, Ajmer for 27.0 Lac(s) 134 Sq-yrd Agricultural Land is available for Sale in Kotra, Ajmer for 27.0 Lac(s)"
medium,"It is located right on the highway NH8 with 300ft of front. It is suitable for business purpose like 54208 Sq-yrd Agricultural Land is available for Sale in NH 8, Ajmer for 42.0 Crore(s)"
medium,"134 Sq-yrd Agricultural Land is available for Sale in Kotra, Ajmer for 34.0 Lac(s) 134 Sq-yrd Agricultural Land is available for Sale in Kotra, Ajmer for 34.0 Lac(s)"
low,"3 Hectare Agricultural Land is available for Sale in Kishangarh, Ajmer for 16.0 Crore(s) 3 Hectare Agricultural Land is available for Sale in Kishangarh, Ajmer for 16.0 Crore(s)"
medium,"koteshwar mahadev mandir and cricket ground 125 Sq-yrd Agricultural Land is available for Sale in Krishna Vihar, Ajmer for 12.75 Lac(s)"
low,"40 Bigha Agricultural Land is available for Sale in Pushkar, Ajmer for 36.0 Crore(s) 40 Bigha Agricultural Land is available for Sale in Pushkar, Ajmer for 36.0 Crore(s)"
medium,"Its the raw land and it is north facing 19 Bigha Agricultural Land is available for Sale in Roopangarh, Ajmer for 1.1 Crore(s)"
medium,"Running hostel  , 20 to 25 thousand Rent comming per month 700 Sq-yrd Agricultural Land is available for Sale in Badlya, Ajmer for 55.0 Lac(s)"
low,"7 Bigha Agricultural Land is available for Sale in Sarwar, Ajmer for 50.0 Lac(s) 7 Bigha Agricultural Land is available for Sale in Sarwar, Ajmer for 50.0 Lac(s)"
low,"2 Bigha Agricultural Land is available for Sale in Dorai, Ajmer  2 Bigha Agricultural Land is available for Sale in Dorai, Ajmer "
low,"8 Bigha Agricultural Land is available for Sale in Kishangarh, Ajmer  8 Bigha Agricultural Land is available for Sale in Kishangarh, Ajmer "
medium,"5 Acre Agricultural Land is available for Sale in Balapur, Akola for 90.0 Lac(s) 5 Acre Agricultural Land is available for Sale in Balapur, Akola for 90.0 Lac(s)"
medium,"70 Acre Agricultural Land is available for Sale in , Akola for 7.0 Crore(s) 70 Acre Agricultural Land is available for Sale in , Akola for 7.0 Crore(s)"
low,"48 Acre Agricultural Land is available for Sale in Akot, Akola for 8.0 Crore(s) 48 Acre Agricultural Land is available for Sale in Akot, Akola for 8.0 Crore(s)"
low,"2 Acre Agricultural Land is available for Sale in Murtajapur, Akola for 90.0 Lac(s) 2 Acre Agricultural Land is available for Sale in Murtajapur, Akola for 90.0 Lac(s)"
low,"7 Acre Agricultural Land is available for Sale in , Akola  7 Acre Agricultural Land is available for Sale in , Akola "
low,"2 Acre Agricultural Land is available for Sale in Akot, Akola  2 Acre Agricultural Land is available for Sale in Akot, Akola "
low,"4 Acre Agricultural Land is available for Sale in Borgaon Manju, Akola  4 Acre Agricultural Land is available for Sale in Borgaon Manju, Akola "
medium,"Road Side Land, Accessible to all Major Places 29 Cent Agricultural Land is available for Sale in , Alappuzha for 1.10 Lac(s)"
