cScore,merged_col
high,"Warehouse available for rent or long lease at prime location of Ahmedabad, Moraiya, Bavla, Sanand, C 91000 Sq-ft Warehouse/ Godown is available for Rent in Bavla, Ahmedabad for 10.50 Lac(s)"
low,"nan   Warehouse/ Godown is available for Rent in Changodar, Ahmedabad for 1.70 Lac(s)"
high,"AVAILABLE INDUSTRIAL SHED, WAREHOUSE, FACTORY WITH GOOD FACILITIES. GOOD FOR ELECTRONICS, ENGINEERIN 200000 Sq-ft Warehouse/ Godown is available for Rent in Aslali, Ahmedabad for 16.20 Lac(s)"
high,"WAREHOUSE, FACTORY, INDUSTRIAL SHED NEW PEB STRUCTURE WITH ALL UTILITY GOOD FOR MNC COMPAMY IN ALL A 200000 Sq-ft Warehouse/ Godown is available for Rent in Changodar, Ahmedabad for 18.0 Lac(s)"
high,"WAREHOUSES, FACTORY, INDUSTRIAL, GODOWN, FACTORY, STORAGE, WHICH SUITS TO YOUR CRITERIA. VERY PRIME  200000 Sq-ft Warehouse/ Godown is available for Rent in Sanand, Ahmedabad for 18.0 Lac(s)"
high,"inventory of 5000+ warehouses and 8000+ industrial sheds for rent in Ahmedabad aslali , chagodar , s 90000 Sq-ft Warehouse/ Godown is available for Rent in Aslali, Ahmedabad for 9.60 Lac(s)"
high,"Shed For rent Prime Location Ognaj circle,S.P Ring Road MAIN ROAD TOUCHBEST LOCALITYSutebal For Home 13000 Sq-ft Warehouse/ Godown is available for Rent in Ognaj, Ahmedabad for 6.50 Lac(s)"
medium,"The warehouse is available for rent. It is a good location property. Please contact for more details   Warehouse/ Godown is available for Rent in Sarkhej Gandhinagar Highway, Ahmedabad for 92,000"
high,"An Industrial Warehouse is Available for rent Near Ahmedabad with all the facilities. Property is ce 12100 Sq-ft Warehouse/ Godown is available for Rent in Sanathal, Ahmedabad for 2.16 Lac(s)"
high,"prime location, ready to move, also available  indutrail shed for lease 3000 sqft to 300000 sqft   Warehouse/ Godown is available for Rent in Changodar, Ahmedabad for 48,000"
high,"We find pleasure to introduce ourselves as one of the specialist industrial proeprty leading agent i 7000 Sq-ft Warehouse/ Godown is available for Rent in Changodar, Ahmedabad for 70,000"
high,"Small land parcel, best for all type of Warehouse. with Best Location and easy access on the road co 10500 Sq-ft Warehouse/ Godown is available for Rent in Sanathal, Ahmedabad for 1.78 Lac(s)"
medium,"Logistics courier  company furniture electronic godown purpose   Warehouse/ Godown is available for Rent in Aslali, Ahmedabad for 42,000"
high,"Available 45000 sq ft Warehouse or Industrial space for lease near Changodar, Behind Parikh packagin 45000 Sq-ft Warehouse/ Godown is available for Rent in Changodar, Ahmedabad for 6.30 Lac(s)"
high,"very nice location newly shed 30 feet height 50 hp power warehouse for rent any enquiry please conta 25000 Sq-ft Warehouse/ Godown is available for Rent in Bareja, Ahmedabad for 2.50 Lac(s)"
high,"Property Details.1. property is well maintained and prime location2. service for 24 hour securities    Warehouse/ Godown is available for Rent in Moraiya, Ahmedabad for 6.25 Lac(s)"
medium,"East Facing Unfurnished Commercial Warehouse Available For Rent Located in Premium Locality For Imme 3000 Sq-yrd Warehouse/ Godown is available for Rent in Sarkhej, Ahmedabad for 2.20 Lac(s)"
high,"Ware house available for lease. Located in aslali. Property is built in 3800.00 sq.Ft.Builtup area r   Warehouse/ Godown is available for Rent in Aslali, Ahmedabad for 46,000"
high,"Prime Location, New Construction, Height 30Feet, Power And Water Supply Available, Any Others Areas  31000 Sq-ft Warehouse/ Godown is available for Rent in Sanand, Ahmedabad for 4.50 Lac(s)"
medium,"2200Fet Besment On Rent At Darpan Six Road,Best For Godaun,Beutiq,Courier,Sericestation Etc 2000 Sq-ft Warehouse/ Godown is available for Rent in Navrangpura, Ahmedabad for 48,000"
medium,"werehouse for Long Lease: ::::60000 sq ft construction,::::25 ft height,::::power and water facility 12000 Sq-yrd Warehouse/ Godown is available for Rent in Changodar, Ahmedabad for 9.0 Lac(s)"
medium,"Commercial Bunglow Basement Rent In Ambawadi, Office, Classic, Any More Business, etc   Warehouse/ Godown is available for Rent in Ambawadi, Ahmedabad for 45,000"
medium," It's a Ground floor Warehouse/ Godown . Reserved covered car parking is available. Modern construct   Warehouse/ Godown is available for Rent in Maninagar East, Ahmedabad for 50,000"
low,"nan   Warehouse/ Godown is available for Rent in Aslali, Ahmedabad for 20,000"
high,"Our company has been serving clients in Aslali, Jetalpur, Bareja, Kanera, Kheda and other areas for  108300 Sq-ft Warehouse/ Godown is available for Rent in Bavla, Ahmedabad for 7.47 Lac(s)"
high,"Grade A warehouses and industrial sheds strategically located in prime industrial hubs of Ahmedabad, 29000 Sq-ft Warehouse/ Godown is available for Rent in Bareja, Ahmedabad for 2.60 Lac(s)"
high,"Our company has been serving clients in Aslali, Jetalpur, Bareja, Kanera, Kheda and other areas for  100000 Sq-ft Warehouse/ Godown is available for Rent in Bavla, Ahmedabad for 7.20 Lac(s)"
high,"Grade A warehouses and industrial sheds strategically located in prime industrial hubs of Ahmedabad, 101500 Sq-ft Warehouse/ Godown is available for Rent in Jetalpur, Ahmedabad for 8.40 Lac(s)"
high,"Industrial land for sale in prime location of Changodar which is main road facing 1000 Sq-yrd Warehouse/ Godown is available for Rent in Changodar, Ahmedabad for 1.26 Lac(s)"
medium,"This warehouse offers strategic location, customizable space, modern infrastructure, and costEffecti   Warehouse/ Godown is available for Rent in Sanand, Ahmedabad for 4.41 Lac(s)"
high,"Warehouse available for rent or long lease at prime location of Ahmedabad, Moraiya, Bavla, Sanand, C 91000 Sq-ft Warehouse/ Godown is available for Rent in Bavla, Ahmedabad for 10.50 Lac(s)"
low,"nan   Warehouse/ Godown is available for Rent in Changodar, Ahmedabad for 1.70 Lac(s)"
high,"AVAILABLE INDUSTRIAL SHED, WAREHOUSE, FACTORY WITH GOOD FACILITIES. GOOD FOR ELECTRONICS, ENGINEERIN 200000 Sq-ft Warehouse/ Godown is available for Rent in Aslali, Ahmedabad for 16.20 Lac(s)"
high,"WAREHOUSE, FACTORY, INDUSTRIAL SHED NEW PEB STRUCTURE WITH ALL UTILITY GOOD FOR MNC COMPAMY IN ALL A 200000 Sq-ft Warehouse/ Godown is available for Rent in Changodar, Ahmedabad for 18.0 Lac(s)"
high,"WAREHOUSES, FACTORY, INDUSTRIAL, GODOWN, FACTORY, STORAGE, WHICH SUITS TO YOUR CRITERIA. VERY PRIME  200000 Sq-ft Warehouse/ Godown is available for Rent in Sanand, Ahmedabad for 18.0 Lac(s)"
high,"inventory of 5000+ warehouses and 8000+ industrial sheds for rent in Ahmedabad aslali , chagodar , s 90000 Sq-ft Warehouse/ Godown is available for Rent in Aslali, Ahmedabad for 9.60 Lac(s)"
high,"Shed For rent Prime Location Ognaj circle,S.P Ring Road MAIN ROAD TOUCHBEST LOCALITYSutebal For Home 13000 Sq-ft Warehouse/ Godown is available for Rent in Ognaj, Ahmedabad for 6.50 Lac(s)"
medium,"The warehouse is available for rent. It is a good location property. Please contact for more details   Warehouse/ Godown is available for Rent in Sarkhej Gandhinagar Highway, Ahmedabad for 92,000"
high,"An Industrial Warehouse is Available for rent Near Ahmedabad with all the facilities. Property is ce 12100 Sq-ft Warehouse/ Godown is available for Rent in Sanathal, Ahmedabad for 2.16 Lac(s)"
high,"prime location, ready to move, also available  indutrail shed for lease 3000 sqft to 300000 sqft   Warehouse/ Godown is available for Rent in Changodar, Ahmedabad for 48,000"
high,"We find pleasure to introduce ourselves as one of the specialist industrial proeprty leading agent i 7000 Sq-ft Warehouse/ Godown is available for Rent in Changodar, Ahmedabad for 70,000"
high,"Small land parcel, best for all type of Warehouse. with Best Location and easy access on the road co 10500 Sq-ft Warehouse/ Godown is available for Rent in Sanathal, Ahmedabad for 1.78 Lac(s)"
medium,"Logistics courier  company furniture electronic godown purpose   Warehouse/ Godown is available for Rent in Aslali, Ahmedabad for 42,000"
high,"Available 45000 sq ft Warehouse or Industrial space for lease near Changodar, Behind Parikh packagin 45000 Sq-ft Warehouse/ Godown is available for Rent in Changodar, Ahmedabad for 6.30 Lac(s)"
high,"very nice location newly shed 30 feet height 50 hp power warehouse for rent any enquiry please conta 25000 Sq-ft Warehouse/ Godown is available for Rent in Bareja, Ahmedabad for 2.50 Lac(s)"
high,"Property Details.1. property is well maintained and prime location2. service for 24 hour securities    Warehouse/ Godown is available for Rent in Moraiya, Ahmedabad for 6.25 Lac(s)"
medium,"East Facing Unfurnished Commercial Warehouse Available For Rent Located in Premium Locality For Imme 3000 Sq-yrd Warehouse/ Godown is available for Rent in Sarkhej, Ahmedabad for 2.20 Lac(s)"
high,"Ware house available for lease. Located in aslali. Property is built in 3800.00 sq.Ft.Builtup area r   Warehouse/ Godown is available for Rent in Aslali, Ahmedabad for 46,000"
high,"Prime Location, New Construction, Height 30Feet, Power And Water Supply Available, Any Others Areas  31000 Sq-ft Warehouse/ Godown is available for Rent in Sanand, Ahmedabad for 4.50 Lac(s)"
medium,"2200Fet Besment On Rent At Darpan Six Road,Best For Godaun,Beutiq,Courier,Sericestation Etc 2000 Sq-ft Warehouse/ Godown is available for Rent in Navrangpura, Ahmedabad for 48,000"
medium,"werehouse for Long Lease: ::::60000 sq ft construction,::::25 ft height,::::power and water facility 12000 Sq-yrd Warehouse/ Godown is available for Rent in Changodar, Ahmedabad for 9.0 Lac(s)"
medium,"Commercial Bunglow Basement Rent In Ambawadi, Office, Classic, Any More Business, etc   Warehouse/ Godown is available for Rent in Ambawadi, Ahmedabad for 45,000"
medium," It's a Ground floor Warehouse/ Godown . Reserved covered car parking is available. Modern construct   Warehouse/ Godown is available for Rent in Maninagar East, Ahmedabad for 50,000"
low,"nan   Warehouse/ Godown is available for Rent in Aslali, Ahmedabad for 20,000"
high,"Our company has been serving clients in Aslali, Jetalpur, Bareja, Kanera, Kheda and other areas for  108300 Sq-ft Warehouse/ Godown is available for Rent in Bavla, Ahmedabad for 7.47 Lac(s)"
high,"Grade A warehouses and industrial sheds strategically located in prime industrial hubs of Ahmedabad, 29000 Sq-ft Warehouse/ Godown is available for Rent in Bareja, Ahmedabad for 2.60 Lac(s)"
high,"Our company has been serving clients in Aslali, Jetalpur, Bareja, Kanera, Kheda and other areas for  100000 Sq-ft Warehouse/ Godown is available for Rent in Bavla, Ahmedabad for 7.20 Lac(s)"
high,"Grade A warehouses and industrial sheds strategically located in prime industrial hubs of Ahmedabad, 101500 Sq-ft Warehouse/ Godown is available for Rent in Jetalpur, Ahmedabad for 8.40 Lac(s)"
high,"Industrial land for sale in prime location of Changodar which is main road facing 1000 Sq-yrd Warehouse/ Godown is available for Rent in Changodar, Ahmedabad for 1.26 Lac(s)"
medium,"This warehouse offers strategic location, customizable space, modern infrastructure, and costEffecti   Warehouse/ Godown is available for Rent in Sanand, Ahmedabad for 4.41 Lac(s)"
high,"Warehouse available for rent or long lease at prime location of Ahmedabad, Moraiya, Bavla, Sanand, C 91000 Sq-ft Warehouse/ Godown is available for Rent in Bavla, Ahmedabad for 10.50 Lac(s)"
