cScore,merged_col
medium,"Discover the ideal factory space at Kanjibhai Estate in vatva, ahmedabad city. This 1000 square yard   Industrial Shed is available for Sale in Vatva, Ahmedabad for 3.1 Crore(s)"
medium,"sell or rent , price negotiable for both options   Industrial Shed is available for Sale in Kathwada, Ahmedabad for 61.0 Lac(s)"
medium,"Industrial Shed is available for sale. It is a good location property. Please contact for more detai   Industrial Shed is available for Sale in Kathwada, Ahmedabad for 1.0 Lac(s)"
high,"The industrial shed is available for sale. It has a covered area of 40000 sq-ft, it is a good locati 6000 Sq-yrd Industrial Shed is available for Sale in Bareja Mahij Road, Ahmedabad for 6.5 Crore(s)"
low,"  Industrial Shed is available for Sale in Bapunagar, Ahmedabad for 3.2 Crore(s)   Industrial Shed is available for Sale in Bapunagar, Ahmedabad for 3.2 Crore(s)"
medium,"  Industrial Shed is available for Sale in , Ahmedabad for 38.0 Lac(s)   Industrial Shed is available for Sale in , Ahmedabad for 38.0 Lac(s)"
low,"  Industrial Shed is available for Sale in CTM, Ahmedabad for 35.0 Lac(s)   Industrial Shed is available for Sale in CTM, Ahmedabad for 35.0 Lac(s)"
low,"  Industrial Shed is available for Sale in Bavla, Ahmedabad for 3.5 Crore(s)   Industrial Shed is available for Sale in Bavla, Ahmedabad for 3.5 Crore(s)"
medium,"Industrial land for sale in Jetalpur, Ahmedabad,  To visit such type of property contact a real esta   Industrial Shed is available for Sale in Jetalpur, Ahmedabad for 1.1 Crore(s)"
medium,"  Industrial Shed is available for Sale in Phase 1 Vatva GIDC, Ahmedabad for 4.0 Crore(s)   Industrial Shed is available for Sale in Phase 1 Vatva GIDC, Ahmedabad for 4.0 Crore(s)"
medium,"Industrial shed is available for sale. It has a plot area of 1200 sq-ft, it is a good location prope   Industrial Shed is available for Sale in , Ahmedabad for 75.0 Lac(s)"
medium,"  Industrial Shed is available for Sale in Nana Chiloda, Ahmedabad for 75.0 Lac(s)   Industrial Shed is available for Sale in Nana Chiloda, Ahmedabad for 75.0 Lac(s)"
medium,"Industrial shed is available for sale. It has a Covered area of 18000 sq-ft, it is a good location p   Industrial Shed is available for Sale in Moraiya, Ahmedabad for 5.9 Crore(s)"
low,"  Industrial Shed is available for Sale in Kathwada, Ahmedabad for 45.0 Lac(s)   Industrial Shed is available for Sale in Kathwada, Ahmedabad for 45.0 Lac(s)"
medium,"Unlock the potential of your industrial endeavors with this remarkable industrial shed for sale in A   Industrial Shed is available for Sale in Odhav, Ahmedabad for 68.0 Lac(s)"
medium,"  Industrial Shed is available for Sale in Kathwada Road, Ahmedabad for 35.0 Lac(s)   Industrial Shed is available for Sale in Kathwada Road, Ahmedabad for 35.0 Lac(s)"
low,"Industrial shed is available for sale. It has a Covered area of 632 sq-ft, it is a good location pro   Industrial Shed is available for Sale in , Ahmedabad for 49.0 Lac(s)"
medium,"Unlock the potential of your industrial endeavors with this remarkable industrial shed for sale in A   Industrial Shed is available for Sale in Odhav, Ahmedabad for 68.0 Lac(s)"
medium,"  Industrial Shed is available for Sale in Kathwada Road, Ahmedabad for 35.0 Lac(s)   Industrial Shed is available for Sale in Kathwada Road, Ahmedabad for 35.0 Lac(s)"
low,"Industrial shed is available for sale. It has a Covered area of 632 sq-ft, it is a good location pro   Industrial Shed is available for Sale in , Ahmedabad for 49.0 Lac(s)"
medium,"  Industrial Shed is available for Sale in Kathwada GIDC, Ahmedabad for 90.0 Lac(s)   Industrial Shed is available for Sale in Kathwada GIDC, Ahmedabad for 90.0 Lac(s)"
medium,"Industrial shed is available for sale. It has a Covered area of 360 sq-ft, it is a good location pro   Industrial Shed is available for Sale in Kathwada GIDC, Ahmedabad for 32.0 Lac(s)"
low,"  Industrial Shed is available for Sale in Bapunagar, Ahmedabad for 1.6 Crore(s)   Industrial Shed is available for Sale in Bapunagar, Ahmedabad for 1.6 Crore(s)"
low,"  Industrial Shed is available for Sale in Kathwada, Ahmedabad for 55.0 Lac(s)   Industrial Shed is available for Sale in Kathwada, Ahmedabad for 55.0 Lac(s)"
low,"  Industrial Shed is available for Sale in , Ahmedabad for 1.0 Crore(s)   Industrial Shed is available for Sale in , Ahmedabad for 1.0 Crore(s)"
low,"  Industrial Shed is available for Sale in Industrial Area, Ahmedabad for 3.0 Crore(s)   Industrial Shed is available for Sale in Industrial Area, Ahmedabad for 3.0 Crore(s)"
low,"  Industrial Shed is available for Sale in , Ahmedabad for 95.0 Lac(s)   Industrial Shed is available for Sale in , Ahmedabad for 95.0 Lac(s)"
low,"150 Sq-yrd Industrial Shed is available for Sale in Naroad Road, Ahmedabad for 45.0 Lac(s) 150 Sq-yrd Industrial Shed is available for Sale in Naroad Road, Ahmedabad for 45.0 Lac(s)"
medium,"Industrial Shed is available for sale. It has covered area 3000 sq-ft. Please contact for more detai   Industrial Shed is available for Sale in Thakkarbapanagar, Ahmedabad for 1.4 Crore(s)"
medium,"  Industrial Shed is available for Sale in Vinzol, Ahmedabad for 66.0 Lac(s)   Industrial Shed is available for Sale in Vinzol, Ahmedabad for 66.0 Lac(s)"
medium,"Four industrial Shed Available(2 Front and 2 back),   Industrial Shed is available for Sale in Changodar, Ahmedabad for 22.0 Lac(s)"
medium,"Available for Sale or lease. Its a good industrial plot with construction. Ideal for engineering, fo 2285 Sq-yrd Industrial Shed is available for Sale in , Ahmedabad for 1.6 Crore(s)"
medium,"  Industrial Shed is available for Sale in , Ahmedabad for 45.0 Lac(s)   Industrial Shed is available for Sale in , Ahmedabad for 45.0 Lac(s)"
medium,"Discover unparalleled opportunities in the heart of Ahmedabad's thriving industrial sector! We are d   Industrial Shed is available for Sale in Narol Sarkhej Road, Ahmedabad for 1.4 Crore(s)"
medium,"  Industrial Shed is available for Sale in , Ahmedabad for 65.0 Lac(s)   Industrial Shed is available for Sale in , Ahmedabad for 65.0 Lac(s)"
medium,"Industrial shed is available for sale.   Industrial Shed is available for Sale in Bakrol Bujrang, Ahmedabad for 55.0 Lac(s)"
low,"  Industrial Shed is available for Sale in Tavdipura, Ahmedabad for 2.6 Crore(s)   Industrial Shed is available for Sale in Tavdipura, Ahmedabad for 2.6 Crore(s)"
medium,"You can use this shed as factory or production unit, godown, office anything. Second floor having se 130 Sq-yrd Industrial Shed is available for Sale in Changodar, Ahmedabad for 75.0 Lac(s)"
medium,"Located in Barcelona, Chhotalal Chowl, Ahmedabad, this industrial shed offers a well-maintained faci   Industrial Shed is available for Sale in Chhotalal Chowl, Ahmedabad for 1.8 Crore(s)"
medium,"best shed with by good develop with all amenities and torrent power   Industrial Shed is available for Sale in Phase 1 GIDC Naroda, Ahmedabad for 1.4 Crore(s)"
medium,"Industrial Shed for Sale in Shramjivi Vashat, Rajendra Park Char Rasta, Odhav, Ahmedabad suitable fo   Industrial Shed is available for Sale in Odhav, Ahmedabad for 43.0 Lac(s)"
medium,"Industrial Shed is available for sale. It has a Covered area of 525 sq-ft, it is a good location pro   Industrial Shed is available for Sale in Kathwada GIDC, Ahmedabad for 65.0 Lac(s)"
low,"  Industrial Shed is available for Sale in Changodar, Ahmedabad for 45.0 Lac(s)   Industrial Shed is available for Sale in Changodar, Ahmedabad for 45.0 Lac(s)"
medium,"Presenting an industrial shed strategically positioned in Nana Chiloda, Ahmedabad, this property sta   Industrial Shed is available for Sale in Nana Chiloda, Ahmedabad for 49.99 Lac(s)"
medium,"East Facing, As per Vastu Shashtra, More Carpet Area due to less Column   Industrial Shed is available for Sale in , Ahmedabad for 2.1 Crore(s)"
low,"separate ladder for 1st floor nearby location to market place   Industrial Shed is available for Sale in Ambica Nagar Odhav, Ahmedabad for 80.0 Lac(s)"
medium,"Industrial land is available for sale. It has a Covered area of 4842 sq-ft, it is a good location pr   Industrial Shed is available for Sale in Kubadthal, Ahmedabad for 1.7 Crore(s)"
medium,"Industrial shed is available for sale. It is a good location property. Please contact for more detai   Industrial Shed is available for Sale in Kathwada Road, Ahmedabad for 60.0 Lac(s)"
medium,"  Industrial Shed is available for Sale in Asarwa, Ahmedabad for 2.5 Crore(s)   Industrial Shed is available for Sale in Asarwa, Ahmedabad for 2.5 Crore(s)"
medium,"Industrial Shed is available for sale. It has a Covered area of 600 sq-ft, it is a good location pro   Industrial Shed is available for Sale in Phase 1 Vatva GIDC, Ahmedabad for 60.0 Lac(s)"
low,"  Industrial Shed is available for Sale in Saraspur, Ahmedabad for 35.0 Lac(s)   Industrial Shed is available for Sale in Saraspur, Ahmedabad for 35.0 Lac(s)"
low,"  Industrial Shed is available for Sale in , Ahmedabad for 1.75 Lac(s)   Industrial Shed is available for Sale in , Ahmedabad for 1.75 Lac(s)"
medium,"Ready to move, New construction, wide road, limited member   Industrial Shed is available for Sale in Bakrol, Ahmedabad for 45.0 Lac(s)"
medium,"115 Sq-ft Industrial Shed is available for Sale in Odhav, Ahmedabad for 50.0 Lac(s) 115 Sq-ft Industrial Shed is available for Sale in Odhav, Ahmedabad for 50.0 Lac(s)"
high,"Shed size total 30 X 35, 15 X 35 each x 2 sheds clubbed, No partition wall, Office space 30 X 11 MEA 900 Sq-ft Industrial Shed is available for Sale in Phase 1 Vatva GIDC, Ahmedabad for 90.0 Lac(s)"
high,"Unlock the potential of your industrial operations with our exceptional offering: an Industrial Shed 1600 Sq-yrd Industrial Shed is available for Sale in Tajpur Road, Ahmedabad for 3.2 Crore(s)"
medium,"4  industrial shade for sale   Industrial Shed is available for Sale in Narolgam, Ahmedabad for 25.0 Lac(s)"
low,"  Industrial Shed is available for Sale in Bakrol Bujrang, Ahmedabad    Industrial Shed is available for Sale in Bakrol Bujrang, Ahmedabad "
low,"  Industrial Shed is available for Sale in Kathwada, Ahmedabad    Industrial Shed is available for Sale in Kathwada, Ahmedabad "
medium,"SANAND GIDC PHASE 2, NR. COCA COLA PLANT SANAND GIDC   Industrial Shed is available for Sale in Sanand Viramgam Highway, Ahmedabad "
low,"  Industrial Shed is available for Sale in , Ahmedabad    Industrial Shed is available for Sale in , Ahmedabad "
low,"  Industrial Shed is available for Sale in , Ahmedabad    Industrial Shed is available for Sale in , Ahmedabad "
low,"  Industrial Shed is available for Sale in , Ahmedabad    Industrial Shed is available for Sale in , Ahmedabad "
high,"Very nice location and well maintain shed with good location and it is ready for sale and also this  1000 Sq-ft Industrial Shed is available for Sale in Vatva GIDC, Ahmedabad for 45.0 Lac(s)"
medium,"sale : 20000 sq mtr plot with 60000 sq ft construction ,1200 sq yd office buildingcompound wall ,pow 20000 Sq-m Industrial Shed is available for Sale in Sardar Patel Ring Road, Ahmedabad for 25.0 Crore(s)"
medium,"This Tirth Bhoomi Industrial Park 2 Industrial shed for sale in Bakrol, Ahmedabad, offers a spacious   Industrial Shed is available for Sale in Bakrol, Ahmedabad for 85.0 Lac(s)"
medium,"Discover an exceptional industrial shed for sale in Naroda, Ahmedabad. This Ambica Estate prime prop   Industrial Shed is available for Sale in Naroda, Ahmedabad for 1.1 Crore(s)"
medium,"Shed for  sale in Bavla to visit such type of property to contact property dealer in ahmedabad.   Industrial Shed is available for Sale in Bavla, Ahmedabad for 55.25 Lac(s)"
low,"  Industrial Shed is available for Sale in Odhav, Ahmedabad for 68.0 Lac(s)   Industrial Shed is available for Sale in Odhav, Ahmedabad for 68.0 Lac(s)"
low,"  Industrial Shed is available for Sale in Bakrol Bujrang, Ahmedabad for 55.0 Lac(s)   Industrial Shed is available for Sale in Bakrol Bujrang, Ahmedabad for 55.0 Lac(s)"
high,"saleorLongLease125000sqftconstruction30ftheight25000sqydplotarea5000sqftofficebuildingwellmaintainga 250000 Sq-ft Industrial Shed is available for Sale in Changodar, Ahmedabad for 60.0 Crore(s)"
medium,"This Harsh Irrigation PVT LTD Industrial shed for sale in Bareja, Ahmedabad, offers a spacious 2400    Industrial Shed is available for Sale in Bareja, Ahmedabad for 5.0 Crore(s)"
medium,"For sale Arvind Estate industrial sheds in Bapunagar, Ahmedabad City. This spacious groundfloor unit   Industrial Shed is available for Sale in Bapunagar, Ahmedabad for 90.0 Lac(s)"
medium,"Industrial shed for sale in Bareja Ahmedabad,  To visit such type of property contact a real estate    Industrial Shed is available for Sale in Bavla, Ahmedabad for 40.0 Lac(s)"
high,"Industrial Sheds for sale in Shivam Industrial Estate Changodar, Ahmedabad. This groundfloor unit sp 635 Sq-ft Industrial Shed is available for Sale in Changodar, Ahmedabad for 48.0 Lac(s)"
medium,"Industrial Shed Available for sale in Piplaj, Ahmedabad, To visit such type of property to contact r   Industrial Shed is available for Sale in Piplaj, Ahmedabad for 71.25 Lac(s)"
medium,"Industrial Sheds for sale in Dhanlaxmi Industrial Estate, Bakrol, Ahmedabad. This groundfloor unit s   Industrial Shed is available for Sale in Bakrol, Ahmedabad for 76.0 Lac(s)"
low,"  Industrial Shed is available for Sale in Pisangan, Ajmer for 1.4 Crore(s)   Industrial Shed is available for Sale in Pisangan, Ajmer for 1.4 Crore(s)"
medium,"Well connected to GT road 1.5km   Industrial Shed is available for Sale in Bajha, Allahabad "
medium,"  Industrial Shed is available for Sale in MIA, Alwar for 1.3 Crore(s)   Industrial Shed is available for Sale in MIA, Alwar for 1.3 Crore(s)"
low,"  Industrial Shed is available for Sale in neemrana, Alwar    Industrial Shed is available for Sale in neemrana, Alwar "
low,"  Industrial Shed is available for Sale in Nandgaon Peth, Amravati for 80.0 Lac(s)   Industrial Shed is available for Sale in Nandgaon Peth, Amravati for 80.0 Lac(s)"
medium,"  Industrial Shed is available for Sale in Loharka Road, Amritsar for 70.0 Lac(s)   Industrial Shed is available for Sale in Loharka Road, Amritsar for 70.0 Lac(s)"
low,"  Industrial Shed is available for Sale in Vallah, Amritsar for 1.0 Crore(s)   Industrial Shed is available for Sale in Vallah, Amritsar for 1.0 Crore(s)"
medium,"40000 Sq-ft Industrial Shed is available for Sale in Borsad Road, Anand for 4.5 Crore(s) 40000 Sq-ft Industrial Shed is available for Sale in Borsad Road, Anand for 4.5 Crore(s)"
medium,"Unlock the potential of your industrial ventures with this prime Industrial Shed for sale at 145 Moj   Industrial Shed is available for Sale in Bhalej Road, Anand for 5.1 Crore(s)"
low,"  Industrial Shed is available for Sale in , Asansol    Industrial Shed is available for Sale in , Asansol "
medium,"  Industrial Shed is available for Sale in Srirampura, Bangalore for 2.5 Crore(s)   Industrial Shed is available for Sale in Srirampura, Bangalore for 2.5 Crore(s)"
low,"  Industrial Shed is available for Sale in , Bangalore for 12.0 Lac(s)   Industrial Shed is available for Sale in , Bangalore for 12.0 Lac(s)"
low,"  Industrial Shed is available for Sale in Herohalli Sunkadakatte, Bangalore for 2.3 Crore(s)   Industrial Shed is available for Sale in Herohalli Sunkadakatte, Bangalore for 2.3 Crore(s)"
medium,"  Industrial Shed is available for Sale in Soladevanahalli, Bangalore for 1.3 Crore(s)   Industrial Shed is available for Sale in Soladevanahalli, Bangalore for 1.3 Crore(s)"
low,"  Industrial Shed is available for Sale in Ranganatha Colony, Bangalore for 1.9 Crore(s)   Industrial Shed is available for Sale in Ranganatha Colony, Bangalore for 1.9 Crore(s)"
medium,"Industrial shed is available for sale. It has a Covered area of 5100 sq-ft, it is a good location pr   Industrial Shed is available for Sale in , Bangalore for 10.0 Lac(s)"
medium,"Industrial shed is available for sale. It is Plot area 6000 Sq-ft. 6000 Sq-ft Industrial Shed is available for Sale in Singasandra, Bangalore for 2.7 Crore(s)"
medium,"Discover the perfect opportunity for your business with this newly constructed industrial shed for s   Industrial Shed is available for Sale in Hoskote, Bangalore for 40.0 Lac(s)"
high,"Industrial shed is available for sale. It is a good location property. Please contact for more detai 1170 Sq-ft Industrial Shed is available for Sale in Maruthi Layout, Bangalore for 1.2 Crore(s)"
medium,"Industrial Shed is available for sale. It has a Covered area of 5500 sq-ft, it is a good location pr   Industrial Shed is available for Sale in Phase 3 Peenya, Bangalore for 6.5 Crore(s)"
low,"  Industrial Shed is available for Sale in Srigandha Nagar, Bangalore for 3.0 Crore(s)   Industrial Shed is available for Sale in Srigandha Nagar, Bangalore for 3.0 Crore(s)"
high,"9400 Sq-ft Industrial Shed is available for Sale in Peenya, Bangalore for 6.5 Crore(s) 9400 Sq-ft Industrial Shed is available for Sale in Peenya, Bangalore for 6.5 Crore(s)"
medium,"  Industrial Shed is available for Sale in Magadi Main Road, Bangalore for 2.2 Crore(s)   Industrial Shed is available for Sale in Magadi Main Road, Bangalore for 2.2 Crore(s)"
medium,"It is a newly constructed ready made garment industrial shed.   Industrial Shed is available for Sale in Bangalore Hyderabad Highway, Bangalore for 3.0 Crore(s)"
low,"2950 Sq-ft Industrial Shed is available for Sale in Kamakshipalya, Bangalore for 2.3 Crore(s) 2950 Sq-ft Industrial Shed is available for Sale in Kamakshipalya, Bangalore for 2.3 Crore(s)"
low,"  Industrial Shed is available for Sale in Jigani Industrial Area, Bangalore for 12.0 Crore(s)   Industrial Shed is available for Sale in Jigani Industrial Area, Bangalore for 12.0 Crore(s)"
low,"  Industrial Shed is available for Sale in , Bangalore for 2.7 Crore(s)   Industrial Shed is available for Sale in , Bangalore for 2.7 Crore(s)"
low,"  Industrial Shed is available for Sale in Chikkabanavara, Bangalore for 70.0 Lac(s)   Industrial Shed is available for Sale in Chikkabanavara, Bangalore for 70.0 Lac(s)"
medium,"Industrial shed is available for sale. It is a good location property. Please contact for more detai   Industrial Shed is available for Sale in Hoskote Chintamani Road, Bangalore for 4.2 Crore(s)"
medium,"Industrial shed is available for sale. It has a covered area of 5500 sqft, it is a good location pro   Industrial Shed is available for Sale in Phase 3 Peenya, Bangalore for 7.0 Crore(s)"
low,"  Industrial Shed is available for Sale in Rajajinagar, Bangalore for 2.8 Crore(s)   Industrial Shed is available for Sale in Rajajinagar, Bangalore for 2.8 Crore(s)"
medium,"  Industrial Shed is available for Sale in Hoskote Chintamani Road, Bangalore for 1.5 Crore(s)   Industrial Shed is available for Sale in Hoskote Chintamani Road, Bangalore for 1.5 Crore(s)"
medium,"its an factory shed with 2 washrooms...with 7 and 5 BHP of power ... 2340 Sq-ft Industrial Shed is available for Sale in Vijayanagar, Bangalore for 2.0 Crore(s)"
medium,"Sophisticatedly constructed & masterfully planned, here is an extensive commercial office space up f   Industrial Shed is available for Sale in Padarayana Pura, Bangalore for 2.5 Crore(s)"
low,"  Industrial Shed is available for Sale in Block 6th Rajajinagar, Bangalore for 1.8 Crore(s)   Industrial Shed is available for Sale in Block 6th Rajajinagar, Bangalore for 1.8 Crore(s)"
medium,"This property totally was 4.35 acres purchased by my grandfather in 1952 and I got my share of 2087s   Industrial Shed is available for Sale in , Bangalore for 2.2 Crore(s)"
high,"The age of construction for this apartment Industrial Shed is between 15 to 20 years. Prime faciliti 3000 Sq-ft Industrial Shed is available for Sale in Pantarapalya, Bangalore for 3.8 Crore(s)"
medium,"  Industrial Shed is available for Sale in Okalipuram, Bangalore for 5.5 Crore(s)   Industrial Shed is available for Sale in Okalipuram, Bangalore for 5.5 Crore(s)"
low,"  Industrial Shed is available for Sale in Begur, Bangalore for 1.5 Crore(s)   Industrial Shed is available for Sale in Begur, Bangalore for 1.5 Crore(s)"
low,"  Industrial Shed is available for Sale in Seegehalli, Bangalore for 75.0 Lac(s)   Industrial Shed is available for Sale in Seegehalli, Bangalore for 75.0 Lac(s)"
medium,"ITS A EAST FACING PLOT , ITS A  CORNER PLOT   Industrial Shed is available for Sale in Auto Nagar, Belgaum for 2.3 Crore(s)"
medium,"  Industrial Shed is available for Sale in Rani Chennamma Nagar, Belgaum for 2.0 Crore(s)   Industrial Shed is available for Sale in Rani Chennamma Nagar, Belgaum for 2.0 Crore(s)"
low,"  Industrial Shed is available for Sale in Asangaon, Beyond Thane for 44.0 Lac(s)   Industrial Shed is available for Sale in Asangaon, Beyond Thane for 44.0 Lac(s)"
medium,"Industrial shed is available for sale. It is a good location property. Please contact for more detai   Industrial Shed is available for Sale in Sonale Village, Beyond Thane for 4.6 Crore(s)"
low,"  Industrial Shed is available for Sale in MIDC Dombivli East, Beyond Thane for 6.0 Crore(s)   Industrial Shed is available for Sale in MIDC Dombivli East, Beyond Thane for 6.0 Crore(s)"
medium,"- Chemical unit with MPCB approval, CETP membership, mumbai waste management membership (for chemica 3000 Sq-ft Industrial Shed is available for Sale in Dombivli East, Beyond Thane for 1.3 Crore(s)"
low,"  Industrial Shed is available for Sale in Sonale Village, Beyond Thane    Industrial Shed is available for Sale in Sonale Village, Beyond Thane "
low,"  Industrial Shed is available for Sale in Nandini Road, BHILAI for 90.0 Lac(s)   Industrial Shed is available for Sale in Nandini Road, BHILAI for 90.0 Lac(s)"
high,"BhiwadiDistt. Alwar is fast taking over this mantle of being one of the most progressive township in 2006 Sq-m Industrial Shed is available for Sale in Phase 1, Bhiwadi for 8.0 Crore(s)"
medium,"This property is available  in industrial area karoli .1500 squre meter industrial shed covered area 1500 Sq-m Industrial Shed is available for Sale in Karoli, Bhiwadi for 6.0 Crore(s)"
high,"Plot available in chuopanki bhiwadi industrial area. Plot available in 500 sq.M..1000.Sq.M.. 1200 Sq-ft Industrial Shed is available for Sale in Chaupanki, Bhiwadi for 41.0 Lac(s)"
low,"  Industrial Shed is available for Sale in Kahrani, Bhiwadi for 23.0 Crore(s)   Industrial Shed is available for Sale in Kahrani, Bhiwadi for 23.0 Crore(s)"
medium,"This property is 500 sq. meter 12 meter wind road west  face park face plot available in industrial  500 Sq-m Industrial Shed is available for Sale in Chopanki Industrial Area, Bhiwadi for 1.4 Crore(s)"
high,"Plot available in chuopanki bhiwadi industrial area. Plot available in 500 sq.M..1000.Sq.M.. 1200 Sq-ft Industrial Shed is available for Sale in Chaupanki, Bhiwadi for 41.0 Lac(s)"
high,"This property is 500 sq. meter 18 meter wind road west  face park face plot available in industrial  500 Sq-m Industrial Shed is available for Sale in Chopanki Industrial Area, Bhiwadi for 1.4 Crore(s)"
medium,"Plot available in chuopanki bhiwadi industrial area. Plot available in 500 sq.M..1000.Sq.M.. 1200 Sq-ft Industrial Shed is available for Sale in Chaupanki, Bhiwadi for 41.0 Lac(s)"
medium,"Plot No 28, Sector  D, Industrial Area, Village  Bagroda, Tehsil  Huzur, Bhopal, MP,   Industrial Shed is available for Sale in Huzur, Bhopal for 80.0 Lac(s)"
low,"  Industrial Shed is available for Sale in Anand Nagar, Bhopal for 1.6 Crore(s)   Industrial Shed is available for Sale in Anand Nagar, Bhopal for 1.6 Crore(s)"
low,"  Industrial Shed is available for Sale in , Bhopal for 20.0 Lac(s)   Industrial Shed is available for Sale in , Bhopal for 20.0 Lac(s)"
medium,"This is newly constructed coir factory. If you want to buy with machinery then it can be discussed w   Industrial Shed is available for Sale in Uttara, Bhubaneswar for 12.0 Lac(s)"
medium,"our property is situated in jokhabad upsida industrial area in d block. it is corner to 2nd property   Industrial Shed is available for Sale in Sikandrabad, Bulandshahr for 7.9 Crore(s)"
low,"  Industrial Shed is available for Sale in Phase I Industrial Area, Chandigarh for 15.5 Crore(s)   Industrial Shed is available for Sale in Phase I Industrial Area, Chandigarh for 15.5 Crore(s)"
low,"Industrial shed is well located facing sun partially built two stories shed built but to finish. Ple   Industrial Shed is available for Sale in Sector 8B, Chandigarh "
high,"This industrial shed, available for sale in the prime location of Ayanambakkam, Chennai, offers a su 10000 Sq-ft Industrial Shed is available for Sale in Ayanambakkam, Chennai for 6.0 Crore(s)"
medium,"This property is in Maraimalai Nagar Industrial Estate, Land Area 1.5 Acres with 30000 Sq.ft ACC She 65000 Sq-ft Industrial Shed is available for Sale in Maraimalai Nagar, Chennai for 23.0 Crore(s)"
medium,"  Industrial Shed is available for Sale in Pallavaram Thuraipakkam Road, Chennai for 1.5 Crore(s)   Industrial Shed is available for Sale in Pallavaram Thuraipakkam Road, Chennai for 1.5 Crore(s)"
medium," This spacious Industrial Shed has age of construction above 20 years. Prime facilities are easily a   Industrial Shed is available for Sale in Royapuram, Chennai for 15.0 Crore(s)"
medium,"15000 Sq-ft Industrial Shed is available for Sale in Vyasarpadi Industrial Estate, Chennai for 10.0  15000 Sq-ft Industrial Shed is available for Sale in Vyasarpadi Industrial Estate, Chennai for 10.0 Crore(s)"
low,"  Industrial Shed is available for Sale in Kondithope George Town, Chennai    Industrial Shed is available for Sale in Kondithope George Town, Chennai "
medium,"  Industrial Shed is available for Sale in Morai, Chennai for 9.0 Crore(s)   Industrial Shed is available for Sale in Morai, Chennai for 9.0 Crore(s)"
medium,"3200 sqft or 7.2 cent land fully covered and ready to use for warehouse  godown  workshop purpose.Cu 3200 Sq-ft Industrial Shed is available for Sale in Ganapathy, Coimbatore for 1.4 Crore(s)"
low,"  Industrial Shed is available for Sale in Vadavalli, Coimbatore for 60.0 Lac(s)   Industrial Shed is available for Sale in Vadavalli, Coimbatore for 60.0 Lac(s)"
low,"immediate use to any commercial purpose, Land located city center.   Industrial Shed is available for Sale in Gounder Mills, Coimbatore for 3.5 Crore(s)"
low,"  Industrial Shed is available for Sale in Keeranatham Road, Coimbatore for 2.7 Crore(s)   Industrial Shed is available for Sale in Keeranatham Road, Coimbatore for 2.7 Crore(s)"
medium,"  Industrial Shed is available for Sale in pollachi, Coimbatore for 6.5 Crore(s)   Industrial Shed is available for Sale in pollachi, Coimbatore for 6.5 Crore(s)"
medium,"150 HP power two borewells 5000 sq ft drying yard.   Industrial Shed is available for Sale in , Coimbatore for 3.5 Crore(s)"
medium,"The workshop has been build recently and is well facilitated with industrial power and is in Ready t   Industrial Shed is available for Sale in Vellakinar, Coimbatore "
