cScore,merged_col
medium,"Commercial Non Agriculuture land is available for rentLease. It has area of 4200 sq-yrd, it is a goo 45000 Sq-ft Commercial Land is available for Rent in Sanand, Ahmedabad for 2.75 Lac(s)"
low,"422 Sq-yrd Commercial Land is available for Rent in , Ahmedabad for 35,000 422 Sq-yrd Commercial Land is available for Rent in , Ahmedabad for 35,000"
medium,"2400 Sq-yrd Industrial Land is available for Rent in Changodar, Ahmedabad for 90,000 2400 Sq-yrd Industrial Land is available for Rent in Changodar, Ahmedabad for 90,000"
low,"20000 Sq-ft Industrial Land is available for Rent in Changodar, Ahmedabad for 2.0 Lac(s) 20000 Sq-ft Industrial Land is available for Rent in Changodar, Ahmedabad for 2.0 Lac(s)"
medium,"Commercial land is available for rent. It has plot area of 2209 sq-ft, it is a good location propert 2209 Sq-ft Commercial Land is available for Rent in New CG Road, Ahmedabad for 65,000"
medium,"Industrial land is available for rent. It has a plot area of 50000 sq-ft, it is a good location prop 50000 Sq-ft Industrial Land is available for Rent in Bareja, Ahmedabad for 1.0 Lac(s)"
medium,"517 Sq-ft Industrial Land is available for Rent in Odhav, Ahmedabad for 50,000 517 Sq-ft Industrial Land is available for Rent in Odhav, Ahmedabad for 50,000"
medium,"1000 Sq-yrd Commercial Land is available for Rent in Motera, Ahmedabad for 2.50 Lac(s) 1000 Sq-yrd Commercial Land is available for Rent in Motera, Ahmedabad for 2.50 Lac(s)"
medium,"1500 Sq-yrd Commercial Land is available for Rent in Hebatpur, Ahmedabad for 3.0 Lac(s) 1500 Sq-yrd Commercial Land is available for Rent in Hebatpur, Ahmedabad for 3.0 Lac(s)"
medium,"best location 1450 Sq-yrd Industrial Land is available for Rent in , Ahmedabad for 1.50 Lac(s)"
medium,"Sukhramnagar, RakhialBuilding located in a prime location Rakhial for lease/ Joint Venture.Main road 10000 Sq-ft Industrial Land is available for Rent in Rakhial, Ahmedabad for 50,000"
high,"Unlock the potential of your business with this prime commercial land for rent, strategically locate 252 Sq-yrd Commercial Land is available for Rent in Gandhinagar Ahmedabad Road, Ahmedabad for 50,000"
medium,"Industrial land is available for rent. It has a plot area of 23142 sq-ft, it is a good location prop 23142 Sq-ft Industrial Land is available for Rent in Sanand, Ahmedabad for 2.25 Lac(s)"
medium,"700 Sq-yrd Industrial Land is available for Rent in GIDC Vatwa Ramol Road, Ahmedabad for 6.50 Lac(s) 700 Sq-yrd Industrial Land is available for Rent in GIDC Vatwa Ramol Road, Ahmedabad for 6.50 Lac(s)"
medium,"10 x 10 Office Space constructed, 2nd office 6x10 ft - both on 1st floor, Ground floor 18 x 16 Offic 400 Sq-yrd Commercial Land is available for Rent in Narol Vatva Road, Ahmedabad for 77,000"
medium,"3500 Sq-m Industrial Land is available for Rent in Viramgam, Ahmedabad for 2.0 Lac(s) 3500 Sq-m Industrial Land is available for Rent in Viramgam, Ahmedabad for 2.0 Lac(s)"
medium,"10000 Sq-ft Commercial Land is available for Rent in Bakrol Badrabad, Ahmedabad for 2.0 Lac(s) 10000 Sq-ft Commercial Land is available for Rent in Bakrol Badrabad, Ahmedabad for 2.0 Lac(s)"
medium,"Prime location Vastral Odhav Ring Coad Corner, Top Floor sutaible for Restaurant, Banquet, Cafe, Gym 4900 Sq-yrd Commercial Land is available for Rent in , Ahmedabad for 1.0 Lac(s)"
medium,"East facing industrial land 15000 Sq-ft Commercial Land is available for Rent in Bakrol, Ahmedabad for 1.50 Lac(s)"
medium,"Industrial land is available for rent. It has a plot area of 1800 sq-ft, it is a good location prope 1800 Sq-ft Industrial Land is available for Rent in Bakrol Bujrang, Ahmedabad for 20,000"
medium,"2250 var open plot for lease, on the Rajkot Ahmedabad Highway, main road touch, Electricity, Water,  2250 Sq-yrd Commercial Land is available for Rent in Bagodara Road, Ahmedabad for 1.80 Lac(s)"
medium,"600 sqft ground   loft172sqft   600 sqft  first floor . Total almost 1372sqft  totally rcc construct 600 Sq-ft Industrial Land is available for Rent in Shahibag, Ahmedabad for 52,000"
high,"Its corner plot of 1600 sq yard , 2 Side wide road of 30 FT in Sankalp Industrial Estate, Kerala GID 1600 Sq-yrd Industrial Land is available for Rent in Kerala, Ahmedabad for 28,000"
medium,"2280 Sq-yrd Commercial Land is available for Rent in Vatva, Ahmedabad for 45,000 2280 Sq-yrd Commercial Land is available for Rent in Vatva, Ahmedabad for 45,000"
low,"900 Sq-yrd Commercial Land is available for Rent in Kalol, Ahmedabad for 54,000 900 Sq-yrd Commercial Land is available for Rent in Kalol, Ahmedabad for 54,000"
low,"500 Sq-ft Commercial Land is available for Rent in Nikol, Ahmedabad for 32,000 500 Sq-ft Commercial Land is available for Rent in Nikol, Ahmedabad for 32,000"
low," Industrial Land is located at unmatched corner position.  700 Sq-yrd Industrial Land is available for Rent in Kathwada, Ahmedabad for 35,000"
medium,"this plot is nearest ring road.so it is easy to transport for small godown, warehouse .easy transpor 735 Sq-yrd Commercial Land is available for Rent in Ognaj, Ahmedabad for 35,000"
low,"1000 Sq-ft Commercial Land is available for Rent in Indore Ahmedabad Highway, Ahmedabad for 12,000 1000 Sq-ft Commercial Land is available for Rent in Indore Ahmedabad Highway, Ahmedabad for 12,000"
medium,"  Commercial Land has unblocked view on front, facing East. This property is Main Road facing. Comme 1900 Sq-ft Commercial Land is available for Rent in Bapunagar, Ahmedabad for 50,000"
medium,"Commercial land is available for rent. It has plot area of 1017 sq-ft, it is a good location propert 1017 Sq-ft Commercial Land is available for Rent in Pirana Dargah Road, Ahmedabad for 1.0 Lac(s)"
high,"Prime industrial land is available for rent in Chaloda, Ahmedabad. This strategically located proper 22500 Sq-ft Industrial Land is available for Rent in Chaloda, Ahmedabad for 95,000"
high,"Available in one of the well-developed areas of Ahmedabad is an enormous Commercial Land for rent. S 143161 Sq-ft Commercial Land is available for Rent in Sanand, Ahmedabad for 11.45 Lac(s)"
high,"Commercial land is available for rent. It is a good location property. Please contact for more detai 4966 Sq-ft Commercial Land is available for Rent in Virat Nagar Soni Ni Chali, Ahmedabad for 45,000"
medium,"1200 Sq-ft Industrial Land is available for Rent in Bakrol Bujrang, Ahmedabad for 25,000 1200 Sq-ft Industrial Land is available for Rent in Bakrol Bujrang, Ahmedabad for 25,000"
medium," Ideal property, if you are looking to make a good business decision. Available here is a Industrial 2500 Sq-yrd Industrial Land is available for Rent in Changodar, Ahmedabad for 1.50 Lac(s)"
medium,"3 Bigha Industrial Land is available for Rent in Daskroi, Ahmedabad for 70,000 3 Bigha Industrial Land is available for Rent in Daskroi, Ahmedabad for 70,000"
medium,"4000 Sq-yrd Industrial Land is available for Rent in Bavla, Ahmedabad for 95,000 4000 Sq-yrd Industrial Land is available for Rent in Bavla, Ahmedabad for 95,000"
medium," This Industrial Land has length and breadth measuring : 35 X 15 Sq-ft.  525 Sq-ft Industrial Land is available for Rent in Moraiya, Ahmedabad for 13,000"
medium,"Commercial land is available for rent. It has plot area of 2000 sq-ft, it is a good location propert 2000 Sq-ft Commercial Land is available for Rent in Bopal Ghuma Road, Ahmedabad for 1,000"
medium,"Suitable for Godown, Industries with 3 PH electric power 200 Sq-yrd Industrial Land is available for Rent in Vatva GIDC Road, Ahmedabad for 32,000"
medium," Open, well-maintained property for Lease/Rent. It is a Commercial Land situated in Narol, Ahmedabad 4200 Sq-ft Commercial Land is available for Rent in , Ahmedabad for 60,000"
high,"Our commercial land property has a full boundary wall and is rectangular in shape with a road corner 7700 Sq-yrd Commercial Land is available for Rent in Lapkaman, Ahmedabad for 3.60 Lac(s)"
medium,"705 Sq-yrd Industrial Land is available for Rent in Kubadthal, Ahmedabad for 50,000 705 Sq-yrd Industrial Land is available for Rent in Kubadthal, Ahmedabad for 50,000"
medium,"Lower basement. suitable for godown , lab , Bank 2400 Sq-ft Commercial Land is available for Rent in Paldi, Ahmedabad for 75,000"
medium,"4600 Sq-ft Industrial Land is available for Rent in Narolgam, Ahmedabad for 1.50 Lac(s) 4600 Sq-ft Industrial Land is available for Rent in Narolgam, Ahmedabad for 1.50 Lac(s)"
medium,"1076 Sq-ft Industrial Land is available for Rent in Amraiwadi, Ahmedabad for 20,000 1076 Sq-ft Industrial Land is available for Rent in Amraiwadi, Ahmedabad for 20,000"
medium,"Commercial land is available for rent. It is a good location property. Please contact for more detai 800 Sq-ft Commercial Land is available for Rent in , Ahmedabad for 70,000"
medium,"Industrial land is available for rent. It has a plot area of 11 Bigha, it is a good location propert 11 Bigha Industrial Land is available for Rent in Kochariya, Ahmedabad for 9.0 Lac(s)"
medium,"3 Bigha Industrial Land is available for Rent in Sardar Patel Ring Road, Ahmedabad for 1.0 Lac(s) 3 Bigha Industrial Land is available for Rent in Sardar Patel Ring Road, Ahmedabad for 1.0 Lac(s)"
medium,"600 Sq-yrd Industrial Land is available for Rent in Vatva GIDC, Ahmedabad for 45,000 600 Sq-yrd Industrial Land is available for Rent in Vatva GIDC, Ahmedabad for 45,000"
medium,"200000 Sq-ft Commercial Land is available for Rent in Dholka Kheda Highway, Ahmedabad for 15.0 Lac(s 200000 Sq-ft Commercial Land is available for Rent in Dholka Kheda Highway, Ahmedabad for 15.0 Lac(s)"
medium,"Commercial land is available for rent. It has Plot  area of 75000 sq-ft, it is a good location prope 75000 Sq-ft Commercial Land is available for Rent in , Ahmedabad for 11,000"
low,"2000 Sq-yrd Industrial Land is available for Rent in Sanand, Ahmedabad for 50,000 2000 Sq-yrd Industrial Land is available for Rent in Sanand, Ahmedabad for 50,000"
medium,"10000 Sq-yrd Commercial Land is available for Rent in , Ahmedabad for 2.0 Lac(s) 10000 Sq-yrd Commercial Land is available for Rent in , Ahmedabad for 2.0 Lac(s)"
medium,"2000 Sq-ft Industrial Land is available for Rent in Narolgam, Ahmedabad for 25.0 Lac(s) 2000 Sq-ft Industrial Land is available for Rent in Narolgam, Ahmedabad for 25.0 Lac(s)"
medium," Ideal property, if you are looking to make a good business decision. Available here is a Industrial 1165 Sq-ft Industrial Land is available for Rent in Changodar, Ahmedabad for 60,000"
medium,"Land available for Customizable BTS warehouse in Aslali, Ahmedabad. 67000 Sq-ft Industrial Land is available for Rent in Aslali, Ahmedabad "
medium,"140000 Sq-yrd Industrial Land is available for Rent in Piplaj, Ahmedabad  140000 Sq-yrd Industrial Land is available for Rent in Piplaj, Ahmedabad "
low,"  Commercial Land is available for Rent in Changodar, Ahmedabad    Commercial Land is available for Rent in Changodar, Ahmedabad "
medium,"2748 Sq-yrd Industrial Land is available for Rent in Sanand, Ahmedabad  2748 Sq-yrd Industrial Land is available for Rent in Sanand, Ahmedabad "
medium,"20 Bigha Industrial Land is available for Rent in Piplaj Pirana Road, Ahmedabad  20 Bigha Industrial Land is available for Rent in Piplaj Pirana Road, Ahmedabad "
low,"  Industrial Land is available for Rent in Chandkheda, Ahmedabad    Industrial Land is available for Rent in Chandkheda, Ahmedabad "
high,"Available for Rent5000,7000,12000 var FPSG highway to SP ring road connected  Gokul ROADRent100varBE 2500 Sq-yrd Commercial Land is available for Rent in Ognaj, Ahmedabad for 2.50 Lac(s)"
high,"This land Suitable for banquit hall , Party lawn , Restaurant ,  Stock yards best for business , pro 6000 Sq-yrd Commercial Land is available for Rent in Science City Road, Ahmedabad for 6.0 Lac(s)"
medium,"nearby SP ring road 13000 Sq-ft Commercial Land is available for Rent in Sardar Patel Ring Road, Ahmedabad for 3.50 Lac(s)"
medium,"1300 S.yard NA PLot for rent ideal for cafe car service station or food court best location 150 rs p 1300 Sq-yrd Commercial Land is available for Rent in Mumatpura Karnavati Club Road, Ahmedabad for 1.95 Lac(s)"
medium,"Prime location Land Available cricket box nd all type business Allow call for connect 10000 Sq-yrd Commercial Land is available for Rent in Mumatpura, Ahmedabad for 17.0 Lac(s)"
medium,"located near dps schools open  located at shilaj 2778 Sq-yrd Commercial Land is available for Rent in Shilaj, Ahmedabad "
medium,"Ready Godwonnear sp ring roadognaj circle to vaishnodevi circle 18000 Sq-ft Industrial Land is available for Rent in Ognaj, Ahmedabad for 2.50 Lac(s)"
medium,"good location prime Poperty main road call more information..... 5000 Sq-yrd Commercial Land is available for Rent in Sardar Patel Ring Road, Ahmedabad for 7.50 Lac(s)"
medium,"40000 Sq-ft Industrial Land is available for Rent in , Ajmer for 5.0 Lac(s) 40000 Sq-ft Industrial Land is available for Rent in , Ajmer for 5.0 Lac(s)"
medium," Ideal property, if you are looking to make a good business decision. Available here is a Commercial 800 Sq-yrd Commercial Land is available for Rent in Haribau Upadhaya Nagar, Ajmer for 50,000"
medium,"An industrial land in Palra located within 1 km from NH58 674 Sq-yrd Industrial Land is available for Rent in , Ajmer for 1.0 Lac(s)"
medium,"35500 Sq-ft Commercial Land is available for Rent in , Ajmer for 1.8 Lac(s) 35500 Sq-ft Commercial Land is available for Rent in , Ajmer for 1.8 Lac(s)"
low,"7500 Sq-ft Commercial Land is available for Rent in Beawar Road Railway Quarters, Ajmer for 5.0 Lac( 7500 Sq-ft Commercial Land is available for Rent in Beawar Road Railway Quarters, Ajmer for 5.0 Lac(s)"
low,"3300 Sq-ft Commercial Land is available for Rent in Khadki, Akola for 50,000 3300 Sq-ft Commercial Land is available for Rent in Khadki, Akola for 50,000"
medium,"250 Cent Commercial Land is available for Rent in Mavelikara, Alappuzha for 1.50 Lac(s) 250 Cent Commercial Land is available for Rent in Mavelikara, Alappuzha for 1.50 Lac(s)"
low,"98 Cent Commercial Land is available for Rent in Cherthala, Alappuzha  98 Cent Commercial Land is available for Rent in Cherthala, Alappuzha "
medium,"3800 Sq-ft Commercial Land is available for Rent in Marris Road, Aligarh for 2.20 Lac(s) 3800 Sq-ft Commercial Land is available for Rent in Marris Road, Aligarh for 2.20 Lac(s)"
medium,"150 Sq-yrd Commercial Land is available for Rent in Agra Road, Aligarh for 25,000 150 Sq-yrd Commercial Land is available for Rent in Agra Road, Aligarh for 25,000"
medium,"50 bike parking 5  washroom suitable for coching 3800 Sq-ft Commercial Land is available for Rent in Marris Road, Aligarh for 2.20 Lac(s)"
medium,"3300 Sq-ft Commercial Land is available for Rent in Sasni Gate, Aligarh for 1.0 Lac(s) 3300 Sq-ft Commercial Land is available for Rent in Sasni Gate, Aligarh for 1.0 Lac(s)"
low,"6400 Sq-ft Commercial Land is available for Rent in Sarsol, Aligarh for 2.0 Lac(s) 6400 Sq-ft Commercial Land is available for Rent in Sarsol, Aligarh for 2.0 Lac(s)"
medium,"2000 Sq-ft Commercial Land is available for Rent in Andawa, Allahabad for 15,000 2000 Sq-ft Commercial Land is available for Rent in Andawa, Allahabad for 15,000"
medium,"Commercial Building built in the heart of Transport Nagar Mundera Mandi, where there is mostly logis 11000 Sq-ft Commercial Land is available for Rent in Transport Nagar, Allahabad for 3.50 Lac(s)"
medium,"230 Sq-ft Commercial Land is available for Rent in Transport Nagar, Allahabad for 25,000 230 Sq-ft Commercial Land is available for Rent in Transport Nagar, Allahabad for 25,000"
medium,"7150 Sq-yrd Commercial Land is available for Rent in , Allahabad for 2.0 Lac(s) 7150 Sq-yrd Commercial Land is available for Rent in , Allahabad for 2.0 Lac(s)"
medium,"It is located near Golhaiya, near my property there is NMDC silica sand company and It has 40FT fron 30 Acre Commercial Land is available for Rent in Shankargarh, Allahabad for 12.60 Lac(s)"
medium,"Ideal property, if you are looking to make a good business decision. Available here is a Commercial  1800 Sq-ft Commercial Land is available for Rent in Sulem Sarai, Allahabad for 20,000"
low,"120 Sq-m Commercial Land is available for Rent in Jhusi, Allahabad for 40,000 120 Sq-m Commercial Land is available for Rent in Jhusi, Allahabad for 40,000"
medium,"LandPlot for RentLeast. It can be used for car parking, restaurant, Coaching Centre, Warehouse 5000 Sq-yrd Commercial Land is available for Rent in Teliarganj, Allahabad for 50,000"
medium,"10340 Sq-ft Commercial Land is available for Rent in Ghurpur, Allahabad for 80,000 10340 Sq-ft Commercial Land is available for Rent in Ghurpur, Allahabad for 80,000"
low,"3300 Sq-ft Commercial Land is available for Rent in Phaphamau, Allahabad for 2.30 Lac(s) 3300 Sq-ft Commercial Land is available for Rent in Phaphamau, Allahabad for 2.30 Lac(s)"
low,"45000 Sq-ft Commercial Land is available for Rent in Naini, Allahabad for 4.95 Lac(s) 45000 Sq-ft Commercial Land is available for Rent in Naini, Allahabad for 4.95 Lac(s)"
low,"1 Acre Commercial Land is available for Rent in Civil Lines, Allahabad for 2.0 Lac(s) 1 Acre Commercial Land is available for Rent in Civil Lines, Allahabad for 2.0 Lac(s)"
medium,"Presenting an exceptional opportunity, we offer commercial land for rent in the prime locality of Jh 2 Bigha Commercial Land is available for Rent in Jhusi, Allahabad for 40,000"
medium,"Plot with boundary wall for rent near Dandupur Chaka, Rewa Road, Allahabad 3600 Sq-ft Industrial Land is available for Rent in Dandi, Allahabad for 35,000"
low,"3 Bigha Commercial Land is available for Rent in Naini, Allahabad  3 Bigha Commercial Land is available for Rent in Naini, Allahabad "
low,"3150 Sq-ft Commercial Land is available for Rent in Tulera HB, Alwar for 30,000 3150 Sq-ft Commercial Land is available for Rent in Tulera HB, Alwar for 30,000"
medium,"4500 Sq-ft Commercial Land is available for Rent in Scheme-2, Alwar for 1.0 Lac(s) 4500 Sq-ft Commercial Land is available for Rent in Scheme-2, Alwar for 1.0 Lac(s)"
low,"900 Sq-ft Commercial Land is available for Rent in Karmchari Colony, Alwar for 1.10 Lac(s) 900 Sq-ft Commercial Land is available for Rent in Karmchari Colony, Alwar for 1.10 Lac(s)"
medium,"property available for godown and office purposes 2500 Sq-ft Commercial Land is available for Rent in Scheme-2, Alwar for 23,000"
medium,"800 Sq-ft Commercial Land is available for Rent in Gandhi Nagar, Alwar for 50,000 800 Sq-ft Commercial Land is available for Rent in Gandhi Nagar, Alwar for 50,000"
medium,"262 Sq-m Commercial Land is available for Rent in Vijaynagar, Alwar  262 Sq-m Commercial Land is available for Rent in Vijaynagar, Alwar "
