cScore,merged_col
low,"  Industrial Building is available for Sale in Radha Swami Road, Amritsar for 1.5 Crore(s)   Industrial Building is available for Sale in Radha Swami Road, Amritsar for 1.5 Crore(s)"
low,"  Industrial Building is available for Sale in Sultanwind Gate, Amritsar    Industrial Building is available for Sale in Sultanwind Gate, Amritsar "
medium,"  Industrial Building is available for Sale in , Anand for 2.5 Crore(s)   Industrial Building is available for Sale in , Anand for 2.5 Crore(s)"
medium,"Industrial building for sale, land area 175028 sft, total built up area 1.5laks sft, located near Ji 175028 Sq-ft Industrial Building is available for Sale in Bommasandra Jigani Link Road, Bangalore for 76.8 Crore(s)"
high,"Step into an exceptional investment opportunity with this Industrial Building for Sale in the highly 43390 Sq-ft Industrial Building is available for Sale in , Bangalore for 65.0 Crore(s)"
medium,"New Kabab Plaza is the nearest landmark to this Industrial Building which is all set to be sold in N   Industrial Building is available for Sale in NS Palya, Bangalore for 9.5 Crore(s)"
medium,"  Industrial Building is available for Sale in RR Nagar, Bangalore for 22.0 Crore(s)   Industrial Building is available for Sale in RR Nagar, Bangalore for 22.0 Crore(s)"
low,"  Industrial Building is available for Sale in Kamakshipalya, Bangalore for 6.5 Crore(s)   Industrial Building is available for Sale in Kamakshipalya, Bangalore for 6.5 Crore(s)"
medium,"  Industrial Building is available for Sale in Karnataka Layout, Bangalore for 2.1 Crore(s)   Industrial Building is available for Sale in Karnataka Layout, Bangalore for 2.1 Crore(s)"
low,"  Industrial Building is available for Sale in Kamakshipalya, Bangalore for 4.8 Crore(s)   Industrial Building is available for Sale in Kamakshipalya, Bangalore for 4.8 Crore(s)"
medium,"  Industrial Building is available for Sale in Tilak Nagar Jayanagar, Bangalore for 1.3 Crore(s)   Industrial Building is available for Sale in Tilak Nagar Jayanagar, Bangalore for 1.3 Crore(s)"
high,"Industrial Property for Sale in Peenya Industrial Area Property Overview Land Area 26,200 sq-ft. Bui 26500 Sq-ft Industrial Building is available for Sale in Phase 3 Peenya, Bangalore for 40.0 Crore(s)"
medium,"  Industrial Building is available for Sale in Phase 2 Electronic City, Bangalore for 3.5 Crore(s)   Industrial Building is available for Sale in Phase 2 Electronic City, Bangalore for 3.5 Crore(s)"
high,"Building on 10K sqft with 19K built up area, ready for factory setup. East Facing Door  Plot 10960 Sq-ft Industrial Building is available for Sale in Bashettihalli, Bangalore for 7.5 Crore(s)"
medium," This Industrial Building is built over 3 floors. The construction has been done keeping in view bus   Industrial Building is available for Sale in Devarachikkana Halli, Bangalore for 2.6 Crore(s)"
medium,"PG building is available for sale. It has covered an area of 8256 sq-ft, it is a good location prope   Industrial Building is available for Sale in Bellandur, Bangalore for 4.7 Crore(s)"
medium,"Industrial land of plot area 11,397 sft. This property is suitable for people companies1. In search  11397 Sq-ft Industrial Building is available for Sale in Kamakshipalya, Bangalore for 15.9 Crore(s)"
medium,"industrial power and roofed shed 3000 Sq-ft Industrial Building is available for Sale in , Bangalore for 1.5 Crore(s)"
high,"Industrial building is available for sale. It is a good location property. Please contact for more d 11600 Sq-ft Industrial Building is available for Sale in Kumbalgodu, Bangalore for 4.5 Crore(s)"
medium,"  Industrial Building is available for Sale in Kachohalli, Bangalore for 8.0 Crore(s)   Industrial Building is available for Sale in Kachohalli, Bangalore for 8.0 Crore(s)"
medium,"  Industrial Building is available for Sale in Pattanagere, Bangalore for 6.2 Crore(s)   Industrial Building is available for Sale in Pattanagere, Bangalore for 6.2 Crore(s)"
medium,"it is  located in a prime coercial buisness area   Industrial Building is available for Sale in APMC Yard, Bangalore for 1.6 Crore(s)"
medium,"Industrial buolding is available for sale. It has a covered area of 1215 sq-ft, it is a good locatio   Industrial Building is available for Sale in Mahalakshmipuram, Bangalore for 2.3 Crore(s)"
low,"Industrial building is available for sale. It has a Covered area of 3000 sq-ft, it is a good locatio   Industrial Building is available for Sale in APMC Yard, Bangalore for 1.6 Crore(s)"
low,"Industrial building is available for sale. It is a good location property. Please contact for more d   Industrial Building is available for Sale in , Bangalore for 1.5 Crore(s)"
low,"Industrial building is available for sale. It is a good location property. Please contact for more d   Industrial Building is available for Sale in Stage 1 Vijayanagar, Bangalore for 1.5 Crore(s)"
medium,"Property has 30 HP 3 phase power with Easr facing Ideal for installing machinaries Paid taxes up to  1200 Sq-ft Industrial Building is available for Sale in , Bangalore for 1.8 Crore(s)"
medium,"72200 Sq-ft Industrial Building is available for Sale in Peenya, Bangalore for 61.0 Crore(s) 72200 Sq-ft Industrial Building is available for Sale in Peenya, Bangalore for 61.0 Crore(s)"
low,"Industrial building is available for sale. It is a good location property. Please contact for more d   Industrial Building is available for Sale in Nayanda Halli, Bangalore for 4.1 Crore(s)"
low,"  Industrial Building is available for Sale in Bommasandra, Bangalore for 4.2 Crore(s)   Industrial Building is available for Sale in Bommasandra, Bangalore for 4.2 Crore(s)"
medium,"  Industrial Building is available for Sale in Stage 1 BTM Layout, Bangalore for 1.5 Crore(s)   Industrial Building is available for Sale in Stage 1 BTM Layout, Bangalore for 1.5 Crore(s)"
medium,"50m to magadi main road . 900m to vijayanagar   Industrial Building is available for Sale in Kamakshipalya, Bangalore for 5.2 Crore(s)"
medium,"Clean Industrial or Commerical office building close to Bangalore city center. In addition to indust   Industrial Building is available for Sale in Laxmipura, Bangalore for 4.2 Crore(s)"
low,"Industrial building is available for sale. It is a good location property. Please contact for more d   Industrial Building is available for Sale in Nayanda Halli, Bangalore for 4.1 Crore(s)"
low,"  Industrial Building is available for Sale in Bommasandra, Bangalore for 4.2 Crore(s)   Industrial Building is available for Sale in Bommasandra, Bangalore for 4.2 Crore(s)"
medium,"  Industrial Building is available for Sale in Stage 1 BTM Layout, Bangalore for 1.5 Crore(s)   Industrial Building is available for Sale in Stage 1 BTM Layout, Bangalore for 1.5 Crore(s)"
medium,"50m to magadi main road . 900m to vijayanagar   Industrial Building is available for Sale in Kamakshipalya, Bangalore for 5.2 Crore(s)"
medium,"Clean Industrial or Commerical office building close to Bangalore city center. In addition to indust   Industrial Building is available for Sale in Laxmipura, Bangalore for 4.2 Crore(s)"
medium,"  Industrial Building is available for Sale in Kammagondahalli, Bangalore for 1.3 Crore(s)   Industrial Building is available for Sale in Kammagondahalli, Bangalore for 1.3 Crore(s)"
medium,"Industrial Building is available for sale. It has covered area of 3500 sq-ft, it is a good location    Industrial Building is available for Sale in , Bangalore for 2.7 Crore(s)"
medium,"  Industrial Building is available for Sale in , Bangalore for 1.5 Crore(s)   Industrial Building is available for Sale in , Bangalore for 1.5 Crore(s)"
medium,"  Industrial Building is available for Sale in Ejipura, Bangalore for 16.0 Crore(s)   Industrial Building is available for Sale in Ejipura, Bangalore for 16.0 Crore(s)"
medium,"Explore a prime opportunity with this well-maintained industrial building in Rajaji Nagar, Bangalore   Industrial Building is available for Sale in Rajajinagar, Bangalore for 1.6 Crore(s)"
low,"  Industrial Building is made upto 4. The place is build keeping business needs in mind. It can easi   Industrial Building is available for Sale in Kengeri, Bangalore for 2.5 Crore(s)"
low,"  Industrial Building is available for Sale in Hebbal, Bangalore for 2.2 Crore(s)   Industrial Building is available for Sale in Hebbal, Bangalore for 2.2 Crore(s)"
low,"Industrial building  is available for sale. It has a covered area of 2300 sq-ft, it is a good locati   Industrial Building is available for Sale in Rajajinagar, Bangalore for 8.0 Crore(s)"
medium,"Industrial building is available for sale.   Industrial Building is available for Sale in Yesvantpur Industrial Suburb, Bangalore for 2.1 Crore(s)"
low,"  Industrial Building is available for Sale in Bendre Nagar, Bangalore for 1.2 Crore(s)   Industrial Building is available for Sale in Bendre Nagar, Bangalore for 1.2 Crore(s)"
medium,"8000 square feet of land and 10500 square feet built up area. KSSIDC free hold land at KSSIDC Hoskot   Industrial Building is available for Sale in Hoskote, Bangalore for 2.9 Crore(s)"
low,"Unlock boundless potential for your business with our prime Industrial Building for Sale, strategica   Industrial Building is available for Sale in Kachohalli Main road, Bangalore for 2.2 Crore(s)"
medium,"lift facility with 40 HP power   Industrial Building is available for Sale in Peenya, Bangalore for 1.2 Crore(s)"
medium,"It is a 2000 sqft building with 20 hp power with ist floor office newly constructed good for factory   Industrial Building is available for Sale in Veer Sandra Electronic City, Bangalore for 2.4 Crore(s)"
medium,"Industrial Shed and Land in Jigani Industrial Area Stage 2include a 20 HP power supply and 1 Indian    Industrial Building is available for Sale in Jigani Industrial Area, Bangalore for 2.5 Crore(s)"
medium,"Suitable for industrial and warehouse purpose.Industrial building is available for sale. It has a Co   Industrial Building is available for Sale in , Bangalore for 50.0 Crore(s)"
medium,"  Industrial Building is available for Sale in Stage 2nd Peenya, Bangalore for 1.1 Crore(s)   Industrial Building is available for Sale in Stage 2nd Peenya, Bangalore for 1.1 Crore(s)"
low,"  Industrial Building is available for Sale in , Bangalore for 8.0 Crore(s)   Industrial Building is available for Sale in , Bangalore for 8.0 Crore(s)"
medium,"Hello Here is a great offer for the one who is planning to set up any business venture and gain a ha 72200 Sq-ft Industrial Building is available for Sale in Stage 2nd Peenya, Bangalore for 72.0 Crore(s)"
medium,"Introducing an exceptional opportunity: a brand new Industrial Building For Sale in the thriving loc   Industrial Building is available for Sale in Kamakshipalya, Bangalore for 7.2 Crore(s)"
medium,"  Industrial Building is available for Sale in Jigani, Bangalore for 4.5 Crore(s)   Industrial Building is available for Sale in Jigani, Bangalore for 4.5 Crore(s)"
medium,"  Industrial Building is available for Sale in Kumbalgodu, Bangalore for 7.0 Crore(s)   Industrial Building is available for Sale in Kumbalgodu, Bangalore for 7.0 Crore(s)"
low,"  Industrial Building is available for Sale in Tumkur, Bangalore for 24.0 Crore(s)   Industrial Building is available for Sale in Tumkur, Bangalore for 24.0 Crore(s)"
low,"  Industrial Building is available for Sale in Jayanagar, Bangalore for 24.0 Crore(s)   Industrial Building is available for Sale in Jayanagar, Bangalore for 24.0 Crore(s)"
medium,"  Industrial Building is available for Sale in , Bangalore for 45.0 Lac(s)   Industrial Building is available for Sale in , Bangalore for 45.0 Lac(s)"
medium,"  Industrial Building is available for Sale in Parsakhera, Bareilly for 37.0 Lac(s)   Industrial Building is available for Sale in Parsakhera, Bareilly for 37.0 Lac(s)"
medium,"  Industrial Building is available for Sale in Basant Vihar Colony, Bareilly for 4.0 Crore(s)   Industrial Building is available for Sale in Basant Vihar Colony, Bareilly for 4.0 Crore(s)"
medium,"  Industrial Building is available for Sale in Civil Lines, Bareilly for 16.0 Crore(s)   Industrial Building is available for Sale in Civil Lines, Bareilly for 16.0 Crore(s)"
high,"32000 Sq-ft Industrial Building is available for Sale in Bagalkote Belagavi Road, Belgaum for 25.0 C 32000 Sq-ft Industrial Building is available for Sale in Bagalkote Belagavi Road, Belgaum for 25.0 Crore(s)"
low,"  Industrial Building is available for Sale in Auto Nagar, Belgaum for 85.0 Lac(s)   Industrial Building is available for Sale in Auto Nagar, Belgaum for 85.0 Lac(s)"
low,"  Industrial Building is available for Sale in Auto Nagar, Belgaum for 12.0 Lac(s)   Industrial Building is available for Sale in Auto Nagar, Belgaum for 12.0 Lac(s)"
low,"  Industrial Building is available for Sale in Kasim Bazar, Berhampore for 25.0 Lac(s)   Industrial Building is available for Sale in Kasim Bazar, Berhampore for 25.0 Lac(s)"
high,"This wellestablished, readytomove chemical manufacturing unit is located in the industrial hub of Am 9000 Sq-ft Industrial Building is available for Sale in Anand Nagar Additional MIDC, Beyond Thane for 5.0 Crore(s)"
high,"Project is located at one of the Prime Locations in Dombivli East  is accessible within 10 minutes F 39230 Sq-ft Industrial Building is available for Sale in MIDC Dombivli East, Beyond Thane for 58.0 Lac(s)"
high,"Corner Unit on second floor Jay Ambe Bhumi Ind Estate A 1 Presently rented to Food industry  East We 20000 Sq-ft Industrial Building is available for Sale in Pimplas, Beyond Thane for 1.1 Crore(s)"
medium,"  Industrial Building is available for Sale in Ambernath, Beyond Thane for 40.0 Lac(s)   Industrial Building is available for Sale in Ambernath, Beyond Thane for 40.0 Lac(s)"
high,"Unlock unparalleled business potential with this outstanding Industrial Building available for sale  9243 Sq-ft Industrial Building is available for Sale in Asangaon, Beyond Thane for 1.8 Crore(s)"
medium,"Uncover a golden investment opportunity with this newly constructed industrial building in Empire Ce   Industrial Building is available for Sale in Ambernath, Beyond Thane for 45.0 Lac(s)"
low,"  Industrial Building is available for Sale in Ulhasnagar, Beyond Thane for 8.5 Crore(s)   Industrial Building is available for Sale in Ulhasnagar, Beyond Thane for 8.5 Crore(s)"
low,"  Industrial Building is available for Sale in Kalyan Bypass, Beyond Thane for 1.5 Crore(s)   Industrial Building is available for Sale in Kalyan Bypass, Beyond Thane for 1.5 Crore(s)"
medium,"this is running school   Industrial Building is available for Sale in , Bhind for 1.0 Crore(s)"
high,"Situated in the heart of Khushkhera Industrial Area, Bhiwadi, this newly constructed 500 sqm industr   Industrial Building is available for Sale in Khushkhera, Bhiwadi for 2.3 Crore(s)"
high,"West facing Plot, on 24 meters road, Rcc construction , already running units on building plot area, 580 Sq-m Industrial Building is available for Sale in Chopanki Industrial Area, Bhiwadi for 1.9 Crore(s)"
high,"Khushkhera is an industrial area located within the Tijara Tehsil of the Alwar district within the I 500 Sq-m Industrial Building is available for Sale in Khushkhera, Bhiwadi for 1.9 Crore(s)"
medium,"Industrial Building is available for sale. It has a Covered area of 75000 sq-ft, it is a good locati   Industrial Building is available for Sale in Kahrani, Bhiwadi for 25.0 Crore(s)"
medium,"Industrial building is available for sale. It has a covered area of 10410 sq-m, it is a good locatio   Industrial Building is available for Sale in Kahrani, Bhiwadi for 23.0 Crore(s)"
medium,"Property on 18m wide gated  road, security guards deployed on road for night security   Industrial Building is available for Sale in Phase II RIICO Industrial Area, Bhiwadi for 3.0 Crore(s)"
medium,"Industrial building is available for sale. It is a good location property. Please contact for more d   Industrial Building is available for Sale in RIICO Industrial Area, Bhiwadi for 3.0 Crore(s)"
medium,"Industrial Building is available for sale. It has a Covered area of 7000 sq-ft, it is a good locatio   Industrial Building is available for Sale in Kahrani, Bhiwadi for 2.3 Crore(s)"
high,"North facing Property, New construction, Rcc and tin shed, Guard Room, Office Block, Good constructi 500 Sq-m Industrial Building is available for Sale in Chopanki Industrial Area, Bhiwadi for 8.5 Crore(s)"
high,"1000 SQ YARD AREA , PRIME LOCATION . 24 MT WIDE ROAD FACING. 900 Sq-yrd Industrial Building is available for Sale in Khushkhera, Bhiwadi "
high,"Prime location property, 225 sq.mtr, Acc newly Construction , and  Rcc Shed construction work comple 1033 Sq-ft Industrial Building is available for Sale in Khushkhera, Bhiwadi for 3.5 Crore(s)"
medium,"1000 SQ YARD AREA , PRIME LOCATION . 24 MT WIDE ROAD FACING. 900 Sq-yrd Industrial Building is available for Sale in Khushkhera, Bhiwadi "
medium,"Corner side of one the biggest complex in bhiwandi. Tin shed on terrace has been made which brings t   Industrial Building is available for Sale in Kalher, Bhiwandi for 3.0 Crore(s)"
high,"Fully Working Industrial Unit for sale, with or without Machinery. We are one of the Top Manufacture 25000 Sq-ft Industrial Building is available for Sale in Raisen Road, Bhopal for 3.4 Crore(s)"
medium,"commercial plus residential building, full building for sale, ground floor is commerical space with    Industrial Building is available for Sale in Misrod, Bhopal for 2.0 Crore(s)"
low," This Industrial Building is built over 2 floors. The construction has been done keeping in view bus   Industrial Building is available for Sale in Mandideep Industrial Area, Bhopal for 4.5 Crore(s)"
low,"  Industrial Building is available for Sale in Patia, Bhubaneswar for 2.8 Crore(s)   Industrial Building is available for Sale in Patia, Bhubaneswar for 2.8 Crore(s)"
low,"  Industrial Building is available for Sale in , Bhubaneswar    Industrial Building is available for Sale in , Bhubaneswar "
medium,"An exceptional opportunity awaits in Ambattur, Chennai, with this industrial building designed for t   Industrial Building is available for Sale in Ambattur, Chennai for 4.1 Crore(s)"
medium,"East Facing property with 35000 sqft building with office and work area ideally suited for automobil   Industrial Building is available for Sale in Oragadam, Chennai for 11.0 Crore(s)"
high,"1980 Sq-ft Industrial Building is available for Sale in Villivakkam, Chennai for 2.7 Crore(s) 1980 Sq-ft Industrial Building is available for Sale in Villivakkam, Chennai for 2.7 Crore(s)"
medium,"  Industrial Building is available for Sale in Tass Industrial Estate, Chennai for 1.5 Crore(s)   Industrial Building is available for Sale in Tass Industrial Estate, Chennai for 1.5 Crore(s)"
low,"  Industrial Building is available for Sale in Maduravoyal, Chennai for 5.5 Crore(s)   Industrial Building is available for Sale in Maduravoyal, Chennai for 5.5 Crore(s)"
medium,"Industrial building is available for sale. It has a covered area of 5900 sq-ft, it is a good locatio   Industrial Building is available for Sale in Mathur, Chennai for 15.0 Crore(s)"
medium,"  Industrial Building is available for Sale in Thirumudivakkam, Chennai for 2.6 Crore(s)   Industrial Building is available for Sale in Thirumudivakkam, Chennai for 2.6 Crore(s)"
medium,"Industrial building is available for sale. It has a Covered area of 1864 sq-ft, it is a good locatio   Industrial Building is available for Sale in Wall Tax Road, Chennai for 7.0 Crore(s)"
medium," This spacious Industrial Building has total 1 floors. Spacious space makes it very suitable for var   Industrial Building is available for Sale in Gummidipundi, Chennai for 20.0 Crore(s)"
high,"Industrial Building is available for sale. It is a good location property. It is leased to Tafe, Ava   Industrial Building is available for Sale in Maraimalai Nagar, Chennai for 21.0 Crore(s)"
high,"Built up area of the building 23,396 sqftNorth 20Mtr Road East 30Mtr Wide RoadSipcot Property Lease  36590 Sq-ft Industrial Building is available for Sale in Gummidipoondi, Chennai for 4.4 Crore(s)"
low,"  Industrial Building is available for Sale in Erukkancherry, Chennai for 1.5 Crore(s)   Industrial Building is available for Sale in Erukkancherry, Chennai for 1.5 Crore(s)"
low,"  Industrial Building is available for Sale in Villivakkam, Chennai    Industrial Building is available for Sale in Villivakkam, Chennai "
medium,"Unlock the potential of your business with this impressive industrial building for sale in Vellalore   Industrial Building is available for Sale in Vellalore, Coimbatore for 3.5 Crore(s)"
high,"South east facing, 71.10 cent land, 46 x 62 x 64 size, 900 sqft office room, 5 workers room, 3 rest  30975 Sq-ft Industrial Building is available for Sale in Kurichi, Coimbatore for 5.2 Crore(s)"
medium,"  Industrial Building is available for Sale in Saravanampatti, Coimbatore for 1.5 Crore(s)   Industrial Building is available for Sale in Saravanampatti, Coimbatore for 1.5 Crore(s)"
medium,"  Industrial Building is available for Sale in LIC Colony, Coimbatore for 1.1 Crore(s)   Industrial Building is available for Sale in LIC Colony, Coimbatore for 1.1 Crore(s)"
low,"  Industrial Building is available for Sale in Sulur, Coimbatore for 22.0 Crore(s)   Industrial Building is available for Sale in Sulur, Coimbatore for 22.0 Crore(s)"
medium,"  Industrial Building is available for Sale in , Coimbatore for 78.0 Lac(s)   Industrial Building is available for Sale in , Coimbatore for 78.0 Lac(s)"
medium,"Industrial shed for sale .40 hp industrial ep line and 10 hp welding line. Two store rooms and an of   Industrial Building is available for Sale in Vilankurichi, Coimbatore for 3.2 Crore(s)"
medium,"Unveil a rare opportunity with this Industrial Land with a Land Building available for sale in the t   Industrial Building is available for Sale in Peelamedu, Coimbatore for 1.8 Crore(s)"
medium,"  Industrial Building is available for Sale in Malumichampatti, Coimbatore for 8.0 Crore(s)   Industrial Building is available for Sale in Malumichampatti, Coimbatore for 8.0 Crore(s)"
medium,"Industrial shed with ceiling height of 12 feet.  Suitable for CNC and manufacturing unit   Industrial Building is available for Sale in Malumichampatti, Coimbatore for 38.0 Lac(s)"
medium,"  Industrial Building is available for Sale in Eachanari, Coimbatore for 5.2 Crore(s)   Industrial Building is available for Sale in Eachanari, Coimbatore for 5.2 Crore(s)"
medium,"20908 sq ft land , RCC building ground floor 11000 sq ft, first floor 9000 sq.ft   Industrial Building is available for Sale in Neelambur, Coimbatore for 10.0 Crore(s)"
medium,"Calling all entrepreneurs! An exciting opportunity awaits you in the vibrant city of Coimbatore. Thi   Industrial Building is available for Sale in , Coimbatore for 1.0 Crore(s)"
medium,"jagatpur Industrial Plot,prime location for warehouse ,Industry with good road connectivity   Industrial Building is available for Sale in Jagatpur, Cuttack for 5.0 Crore(s)"
low,"  Industrial Building is available for Sale in , Davanagere for 2.5 Crore(s)   Industrial Building is available for Sale in , Davanagere for 2.5 Crore(s)"
medium,"easy approachable. very prime Location in selaqui Dehradun.   Industrial Building is available for Sale in Selakui, Dehradun for 3.0 Crore(s)"
medium,"  Industrial Building is available for Sale in , Dehradun for 1.6 Crore(s)   Industrial Building is available for Sale in , Dehradun for 1.6 Crore(s)"
low,"  Industrial Building is available for Sale in Prem Nagar, Dehradun    Industrial Building is available for Sale in Prem Nagar, Dehradun "
low,"  Industrial Building is available for Sale in Thirunagar Colony, Erode for 4.0 Crore(s)   Industrial Building is available for Sale in Thirunagar Colony, Erode for 4.0 Crore(s)"
medium,"Suitable for industrial commercial business Indenpent   Industrial Building is available for Sale in Sector 24, Faridabad for 35.0 Crore(s)"
medium,"THIS 263 SQ YARD PLOT AVAILABLE FOR SALE MAIN MATHURA ROAD IN FARIDABAD WELL DEVELOPED AREA  WELL CO 263 Sq-yrd Industrial Building is available for Sale in Sector 59, Faridabad for 2.5 Crore(s)"
medium,"Industrial Building is available for sale. It has a Covered area of 500 sq-yrd, it is a good locatio   Industrial Building is available for Sale in Block D DLF Industrial Area, Faridabad for 6.0 Crore(s)"
low,"  Industrial Building is available for Sale in Badkhal Pali Road, Faridabad for 80.0 Lac(s)   Industrial Building is available for Sale in Badkhal Pali Road, Faridabad for 80.0 Lac(s)"
medium," In the locality of Harkesh Colony, a Industrial Building is available for Sale with all the facilit 500 Sq-yrd Industrial Building is available for Sale in Harkesh Colony, Faridabad for 3.1 Crore(s)"
medium,"  Industrial Building is available for Sale in Sanjay Colony Sector 23, Faridabad for 1.3 Crore(s)   Industrial Building is available for Sale in Sanjay Colony Sector 23, Faridabad for 1.3 Crore(s)"
low,"  Industrial Building is available for Sale in , Faridabad    Industrial Building is available for Sale in , Faridabad "
medium,"  Industrial Building is available for Sale in DLF Industrial Area Sector 32, Faridabad    Industrial Building is available for Sale in DLF Industrial Area Sector 32, Faridabad "
low,"  Industrial Building is available for Sale in Santej, Gandhinagar    Industrial Building is available for Sale in Santej, Gandhinagar "
high,"Industrial property for rent in sahibabad, Ghaziabad Address Plot no. G21, durga industrial area, gt 2700 Sq-ft Industrial Building is available for Sale in Plot Alpha Sahibabad Industrial Area Site 4, Ghaziabad for 6.2 Crore(s)"
high,"Located in Sahibabad Industrial Area, Site 4, Ghaziabad, this industrial building is an excellent in 754 Sq-m Industrial Building is available for Sale in Site 4 Sahibabad Industrial Area, Ghaziabad for 15.0 Crore(s)"
medium,"  Industrial Building is available for Sale in Loni, Ghaziabad for 3.6 Crore(s)   Industrial Building is available for Sale in Loni, Ghaziabad for 3.6 Crore(s)"
medium,"available for sale industrial building area 300 sq. meter double storey in sector a3 tronica city   Industrial Building is available for Sale in Tronica City, Ghaziabad for 3.7 Crore(s)"
medium,"Are you an aspirant planning to set up an industry in Ghaziabad and searching for an ideal destinati   Industrial Building is available for Sale in Sahibabad, Ghaziabad for 2.8 Crore(s)"
low,"  Industrial Building is available for Sale in Mohan Nagar, Ghaziabad for 5.5 Crore(s)   Industrial Building is available for Sale in Mohan Nagar, Ghaziabad for 5.5 Crore(s)"
